DistName,Students Enrolled in Texas Public 4-year Universities,,Students Enrolled in Texas Public 2-year Colleges,,Students Not Located in Texas Public Higher Education,,Total High School Graduates,
163902   D'HANIS ISD,*,*,*,*,10,45.5%,22,100.0%
003905   DIBOLL ISD,18,15.7%,48,41.7%,49,42.6%,115,100.0%
084901   DICKINSON ISD,85,15.3%,207,37.2%,264,47.5%,556,100.0%
082902   DILLEY ISD,8,11.9%,15,22.4%,44,65.7%,67,100.0%
144903   DIME BOX ISD,,,5,71.4%,*,*,7,100.0%
035901   DIMMITT ISD,16,25.4%,9,14.3%,38,60.3%,63,100.0%
074904   DODD CITY ISD,*,*,*,*,5,50.0%,10,100.0%
108902   DONNA ISD,127,19.0%,178,26.7%,362,54.3%,667,100.0%
174911   DOUGLASS ISD,7,41.2%,5,29.4%,5,29.4%,17,100.0%
178801   DR M L GARZA-GONZALEZ CHARTER SCHO,*,*,,,*,*,5,100.0%
101856   DRAW ACADEMY,,,,,18,100.0%,18,100.0%
105904   DRIPPING SPRINGS ISD,99,35.5%,89,31.9%,91,32.6%,279,100.0%
072902   DUBLIN ISD,23,31.9%,24,33.3%,25,34.7%,72,100.0%
171901   DUMAS ISD,25,10.0%,88,35.3%,136,54.6%,249,100.0%
057907   DUNCANVILLE ISD,123,16.3%,240,31.9%,390,51.8%,753,100.0%
220918   EAGLE MT-SAGINAW ISD,177,19.5%,310,34.1%,423,46.5%,910,100.0%
159901   EAGLE PASS ISD,189,20.2%,381,40.7%,366,39.1%,936,100.0%
227909   EANES ISD,195,31.0%,117,18.6%,317,50.4%,629,100.0%
025909   EARLY ISD,23,29.1%,18,22.8%,38,48.1%,79,100.0%
241902   EAST BERNARD ISD,9,13.2%,33,48.5%,26,38.2%,68,100.0%
015911   EAST CENTRAL ISD,84,14.3%,172,29.2%,333,56.5%,589,100.0%
036903   EAST CHAMBERS ISD,20,23.3%,24,27.9%,42,48.8%,86,100.0%
092801   EAST TEXAS CHARTER SCHOOLS,,,18,27.3%,48,72.7%,66,100.0%
067903   EASTLAND ISD,12,18.2%,20,30.3%,34,51.5%,66,100.0%
068901   ECTOR COUNTY ISD,199,16.5%,407,33.8%,597,49.6%,"1,203",100.0%
074905   ECTOR ISD,*,*,*,*,9,40.9%,22,100.0%
108903   EDCOUCH-ELSA ISD,89,29.2%,69,22.6%,147,48.2%,305,100.0%
048901   EDEN CISD,*,*,*,*,10,50.0%,20,100.0%
015905   EDGEWOOD ISD,65,13.5%,157,32.6%,259,53.9%,481,100.0%
234903   EDGEWOOD ISD,10,15.2%,15,22.7%,41,62.1%,66,100.0%
108904   EDINBURG CISD,554,29.4%,378,20.0%,955,50.6%,"1,887",100.0%
120901   EDNA ISD,9,11.1%,30,37.0%,42,51.9%,81,100.0%
241903   EL CAMPO ISD,26,11.1%,100,42.6%,109,46.4%,235,100.0%
071804   EL PASO ACADEMY,*,*,*,*,65,59.1%,110,100.0%
071902   EL PASO ISD,"1,202",28.9%,"1,177",28.3%,"1,784",42.9%,"4,163",100.0%
243902   ELECTRA ISD,*,*,*,*,14,53.9%,26,100.0%
011902   ELGIN ISD,53,19.9%,53,19.9%,160,60.2%,266,100.0%
001903   ELKHART ISD,*,*,*,*,49,66.2%,74,100.0%
102906   ELYSIAN FIELDS ISD,*,*,*,*,21,41.2%,51,100.0%
070903   ENNIS ISD,54,16.5%,109,33.2%,165,50.3%,328,100.0%
049906   ERA ISD,*,*,*,*,13,61.9%,21,100.0%
072802   ERATH EXCELS ACADEMY INC,*,*,*,*,35,70.0%,50,100.0%
030906   EULA ISD,*,*,*,*,11,47.8%,23,100.0%
107905   EUSTACE ISD,12,10.8%,53,47.8%,46,41.4%,111,100.0%
121906   EVADALE ISD,8,25.8%,10,32.3%,13,41.9%,31,100.0%
050901   EVANT ISD,*,*,*,*,15,83.3%,18,100.0%
220904   EVERMAN ISD,40,16.9%,70,29.5%,127,53.6%,237,100.0%
057834   EVOLUTION ACADEMY CHARTER SCHOOL,*,*,*,*,141,81.5%,173,100.0%
071903   FABENS ISD,23,16.4%,43,30.7%,74,52.9%,140,100.0%
081902   FAIRFIELD ISD,15,15.2%,25,25.3%,59,59.6%,99,100.0%
057815   FAITH FAMILY ACADEMY OF OAK CLIFF,*,*,*,*,21,61.8%,34,100.0%
128904   FALLS CITY ISD,13,50.0%,8,30.8%,5,19.2%,26,100.0%
060914   FANNINDEL ISD,*,*,*,*,*,*,8,100.0%
043904   FARMERSVILLE ISD,12,12.8%,41,43.6%,41,43.6%,94,100.0%
185902   FARWELL ISD,5,15.2%,10,30.3%,18,54.6%,33,100.0%
075906   FAYETTEVILLE ISD,*,*,*,*,*,*,18,100.0%
070905   FERRIS ISD,24,15.3%,43,27.4%,90,57.3%,157,100.0%
075901   FLATONIA ISD,6,19.4%,10,32.3%,15,48.4%,31,100.0%
246902   FLORENCE ISD,26,32.9%,13,16.5%,40,50.6%,79,100.0%
247901   FLORESVILLE ISD,59,21.2%,76,27.2%,144,51.6%,279,100.0%
178914   FLOUR BLUFF ISD,151,38.5%,82,20.9%,159,40.6%,392,100.0%
077901   FLOYDADA ISD,15,30.0%,16,32.0%,19,38.0%,50,100.0%
148902   FOLLETT ISD,*,*,*,*,7,70.0%,10,100.0%
169910   FORESTBURG ISD,*,*,*,*,*,*,12,100.0%
129902   FORNEY ISD,93,19.5%,166,34.7%,219,45.8%,478,100.0%
114904   FORSAN ISD,5,10.0%,23,46.0%,22,44.0%,50,100.0%
079907   FORT BEND ISD,"1,579",31.4%,"1,496",29.8%,"1,952",38.8%,"5,027",100.0%
242906   FORT ELLIOTT CISD,*,*,*,*,*,*,6,100.0%
186902   FORT STOCKTON ISD,27,22.3%,24,19.8%,70,57.9%,121,100.0%
220809   FORT WORTH ACADEMY OF FINE ARTS,16,30.8%,10,19.2%,26,50.0%,52,100.0%
220804   FORT WORTH CAN ACADEMY,,,29,14.2%,176,85.9%,205,100.0%
220905   FORT WORTH ISD,539,14.8%,996,27.4%,"2,107",57.9%,"3,642",100.0%
198903   FRANKLIN ISD,13,18.3%,32,45.1%,26,36.6%,71,100.0%
001904   FRANKSTON ISD,6,10.7%,23,41.1%,27,48.2%,56,100.0%
086901   FREDERICKSBURG ISD,58,26.5%,37,16.9%,124,56.6%,219,100.0%
066903   FREER ISD,10,17.2%,16,27.6%,32,55.2%,58,100.0%
152907   FRENSHIP ISD,108,23.7%,121,26.6%,226,49.7%,455,100.0%
084911   FRIENDSWOOD ISD,145,29.9%,184,37.9%,156,32.2%,485,100.0%
185903   FRIONA ISD,17,23.6%,15,20.8%,40,55.6%,72,100.0%
043905   FRISCO ISD,451,23.0%,690,35.2%,821,41.9%,"1,962",100.0%
175905   FROST ISD,*,*,*,*,*,*,15,100.0%
234909   FRUITVALE ISD,*,*,*,*,8,57.1%,14,100.0%
122901   FT DAVIS ISD,*,*,*,*,42,89.4%,47,100.0%
115901   FT HANCOCK ISD,10,26.3%,10,26.3%,18,47.4%,38,100.0%
015914   FT SAM HOUSTON ISD,12,18.5%,12,18.5%,41,63.1%,65,100.0%
049901   GAINESVILLE ISD,8,6.3%,43,33.6%,77,60.2%,128,100.0%
101910   GALENA PARK ISD,241,16.1%,488,32.6%,768,51.3%,"1,497",100.0%
084902   GALVESTON ISD,72,18.4%,178,45.4%,142,36.2%,392,100.0%
120902   GANADO ISD,5,11.1%,20,44.4%,20,44.4%,45,100.0%
057909   GARLAND ISD,696,18.0%,"1,284",33.2%,"1,889",48.8%,"3,869",100.0%
174903   GARRISON ISD,11,21.2%,18,34.6%,23,44.2%,52,100.0%
183904   GARY ISD,*,*,*,*,15,62.5%,24,100.0%
050902   GATESVILLE ISD,35,18.0%,56,28.7%,104,53.3%,195,100.0%
240801   GATEWAY (STUDENT ALTERNATIVE PROGR,*,*,*,*,113,68.9%,164,100.0%
015802   GEORGE GERVIN ACADEMY,*,*,*,*,46,76.7%,60,100.0%
101804   GEORGE I SANCHEZ CHARTER,10,10.1%,15,15.2%,74,74.8%,99,100.0%
149901   GEORGE WEST ISD,11,16.4%,22,32.8%,34,50.8%,67,100.0%
246904   GEORGETOWN ISD,206,30.1%,126,18.4%,353,51.5%,685,100.0%
144901   GIDDINGS ISD,,,*,*,9,81.8%,11,100.0%
230902   GILMER ISD,16,11.7%,57,41.6%,64,46.7%,137,100.0%
101805   GIRLS & BOYS PREPARATORY ACADEMY,*,*,*,*,19,70.4%,27,100.0%
092901   GLADEWATER ISD,6,5.1%,43,36.8%,68,58.1%,117,100.0%
087901   GLASSCOCK COUNTY ISD,11,57.9%,7,36.8%,*,*,19,100.0%
213901   GLEN ROSE ISD,32,26.5%,29,24.0%,60,49.6%,121,100.0%
126911   GODLEY ISD,25,26.9%,23,24.7%,45,48.4%,93,100.0%
169906   GOLD BURG ISD,*,*,*,*,9,75.0%,12,100.0%
057835   GOLDEN RULE CHARTER SCHOOL,,,*,*,28,96.6%,29,100.0%
167901   GOLDTHWAITE ISD,16,34.0%,7,14.9%,24,51.1%,47,100.0%
088902   GOLIAD ISD,18,16.5%,37,33.9%,54,49.5%,109,100.0%
089901   GONZALES ISD,22,15.2%,23,15.9%,100,69.0%,145,100.0%
187903   GOODRICH ISD,*,*,*,*,8,44.4%,18,100.0%
101911   GOOSE CREEK CISD,141,11.2%,507,40.4%,607,48.4%,"1,255",100.0%
182901   GORDON ISD,*,*,*,*,*,*,12,100.0%
067904   GORMAN ISD,*,*,*,*,7,35.0%,20,100.0%
156905   GRADY ISD,*,*,*,*,6,37.5%,16,100.0%
182902   GRAFORD ISD,*,*,*,*,11,50.0%,22,100.0%
252901   GRAHAM ISD,28,17.4%,25,15.5%,108,67.1%,161,100.0%
111901   GRANBURY ISD,117,25.3%,116,25.1%,229,49.6%,462,100.0%
057910   GRAND PRAIRIE ISD,247,15.7%,501,31.9%,821,52.3%,"1,569",100.0%
234904   GRAND SALINE ISD,12,12.5%,24,25.0%,60,62.5%,96,100.0%
238904   GRANDFALLS-ROYALTY ISD,*,*,,,*,*,6,100.0%
126904   GRANDVIEW ISD,20,27.4%,27,37.0%,26,35.6%,73,100.0%
246905   GRANGER ISD,7,29.2%,6,25.0%,11,45.8%,24,100.0%
226907   GRAPE CREEK ISD,27,43.6%,8,12.9%,27,43.6%,62,100.0%
113902   GRAPELAND ISD,5,14.3%,12,34.3%,18,51.4%,35,100.0%
220906   GRAPEVINE-COLLEYVILLE ISD,272,26.0%,331,31.7%,442,42.3%,"1,045",100.0%
116905   GREENVILLE ISD,46,17.2%,68,25.4%,154,57.5%,268,100.0%
165902   GREENWOOD ISD,30,23.8%,54,42.9%,42,33.3%,126,100.0%
205902   GREGORY-PORTLAND ISD,99,34.3%,68,23.5%,122,42.2%,289,100.0%
147902   GROESBECK ISD,12,10.0%,46,38.3%,62,51.7%,120,100.0%
033901   GROOM ISD,*,*,*,*,*,*,13,100.0%
228901   GROVETON ISD,11,23.9%,18,39.1%,17,37.0%,46,100.0%
098901   GRUVER ISD,*,*,*,*,13,56.5%,23,100.0%
091917   GUNTER ISD,13,21.7%,26,43.3%,21,35.0%,60,100.0%
047903   GUSTINE ISD,*,*,*,*,7,70.0%,10,100.0%
135001   GUTHRIE CSD,,,*,*,*,*,7,100.0%
095903   HALE CENTER ISD,9,20.9%,11,25.6%,23,53.5%,43,100.0%
143901   HALLETTSVILLE ISD,11,14.7%,32,42.7%,32,42.7%,75,100.0%
102904   HALLSVILLE ISD,31,11.3%,108,39.3%,136,49.5%,275,100.0%
097902   HAMILTON ISD,10,23.3%,13,30.2%,20,46.5%,43,100.0%
127903   HAMLIN ISD,5,11.9%,12,28.6%,25,59.5%,42,100.0%
123914   HAMSHIRE-FANNETT ISD,47,37.0%,27,21.3%,53,41.7%,127,100.0%
219901   HAPPY ISD,*,*,*,*,8,61.5%,13,100.0%
146904   HARDIN ISD,13,23.2%,17,30.4%,26,46.4%,56,100.0%
100905   HARDIN-JEFFERSON ISD,47,37.6%,21,16.8%,57,45.6%,125,100.0%
015904   HARLANDALE ISD,97,11.3%,318,37.0%,445,51.7%,860,100.0%
102905   HARLETON ISD,5,12.5%,17,42.5%,18,45.0%,40,100.0%
031903   HARLINGEN CISD,264,24.2%,364,33.4%,462,42.4%,"1,090",100.0%
230905   HARMONY ISD,17,23.3%,20,27.4%,36,49.3%,73,100.0%
101858   HARMONY SCHOOL OF EXCELLENCE,18,32.1%,19,33.9%,19,33.9%,56,100.0%
071806   HARMONY SCIENCE ACAD (EL PASO),7,31.8%,9,40.9%,6,27.3%,22,100.0%
220813   HARMONY SCIENCE ACAD (FORT WORTH),6,22.2%,11,40.7%,10,37.0%,27,100.0%
152805   HARMONY SCIENCE ACAD (LUBBOCK),*,*,*,*,5,45.5%,11,100.0%
015828   HARMONY SCIENCE ACAD (SAN ANTONIO),*,*,*,*,8,44.4%,18,100.0%
161807   HARMONY SCIENCE ACAD (WACO),18,34.0%,17,32.1%,18,34.0%,53,100.0%
101846   HARMONY SCIENCE ACADEMY,21,28.8%,10,13.7%,42,57.5%,73,100.0%
227816   HARMONY SCIENCE ACADEMY (AUSTIN),7,22.6%,14,45.2%,10,32.3%,31,100.0%
086902   HARPER ISD,15,31.3%,7,14.6%,26,54.2%,48,100.0%
244901   HARROLD ISD,*,*,*,*,*,*,8,100.0%
035902   HART ISD,*,*,*,*,*,*,10,100.0%
103902   HARTLEY ISD,*,*,*,*,5,62.5%,8,100.0%
104901   HASKELL CISD,8,25.0%,10,31.3%,14,43.8%,32,100.0%
250902   HAWKINS ISD,7,18.0%,5,12.8%,27,69.2%,39,100.0%
127904   HAWLEY ISD,5,9.8%,18,35.3%,28,54.9%,51,100.0%
105906   HAYS CISD,211,24.0%,221,25.1%,449,51.0%,881,100.0%
198905   HEARNE ISD,15,25.0%,7,11.7%,38,63.3%,60,100.0%
065902   HEDLEY ISD,,,5,33.3%,10,66.7%,15,100.0%
202903   HEMPHILL ISD,13,22.8%,11,19.3%,33,57.9%,57,100.0%
237902   HEMPSTEAD ISD,16,14.0%,29,25.4%,69,60.5%,114,100.0%
201902   HENDERSON ISD,21,10.5%,80,40.0%,99,49.5%,200,100.0%
039902   HENRIETTA ISD,18,24.3%,16,21.6%,40,54.1%,74,100.0%
015833   HENRY FORD ACADEMY ALAMEDA SCHOOL,,,*,*,*,*,7,100.0%
059901   HEREFORD ISD,45,20.2%,57,25.6%,121,54.3%,223,100.0%
208901   HERMLEIGH ISD,,,6,54.6%,5,45.5%,11,100.0%
097903   HICO ISD,13,25.0%,17,32.7%,22,42.3%,52,100.0%
108905   HIDALGO ISD,61,26.4%,83,35.9%,87,37.7%,231,100.0%
148903   HIGGINS ISD,,,,,6,100.0%,6,100.0%
015803   HIGGS CARTER KING GIFTED & TALENTE,,,,,*,*,*,*
084903   HIGH ISLAND ISD,*,*,*,*,13,68.4%,19,100.0%
177905   HIGHLAND ISD,*,*,*,*,5,41.7%,12,100.0%
057911   HIGHLAND PARK ISD,121,25.1%,67,13.9%,295,61.1%,483,100.0%
188903   HIGHLAND PARK ISD,9,20.5%,15,34.1%,20,45.5%,44,100.0%
109904   HILLSBORO ISD,6,5.1%,45,38.5%,66,56.4%,117,100.0%
084908   HITCHCOCK ISD,7,10.8%,15,23.1%,43,66.2%,65,100.0%
014905   HOLLAND ISD,6,17.7%,14,41.2%,14,41.2%,34,100.0%
005902   HOLLIDAY ISD,20,34.5%,11,19.0%,27,46.6%,58,100.0%
163904   HONDO ISD,37,25.5%,32,22.1%,76,52.4%,145,100.0%
074907   HONEY GROVE ISD,7,15.2%,18,39.1%,21,45.7%,46,100.0%
057825   HONORS ACADEMY,,,16,15.1%,90,84.9%,106,100.0%
019902   HOOKS ISD,*,*,*,*,42,53.9%,78,100.0%
101812   HOUSTON CAN ACADEMY CHARTER SCHOOL,*,*,*,*,172,80.0%,215,100.0%
101828   HOUSTON GATEWAY ACADEMY INC,*,*,*,*,10,62.5%,16,100.0%
101821   HOUSTON HEIGHTS HIGH SCHOOL,*,*,*,*,48,76.2%,63,100.0%
101912   HOUSTON ISD,"2,231",23.0%,"1,895",19.6%,"5,558",57.4%,"9,684",100.0%
091905   HOWE ISD,9,14.3%,25,39.7%,29,46.0%,63,100.0%
109905   HUBBARD ISD,,,15,50.0%,15,50.0%,30,100.0%
072908   HUCKABAY ISD,11,68.8%,5,31.3%,,,16,100.0%
003902   HUDSON ISD,19,12.3%,65,42.2%,70,45.5%,154,100.0%
101925   HUFFMAN ISD,46,20.2%,88,38.6%,94,41.2%,228,100.0%
034903   HUGHES SPRINGS ISD,7,10.9%,25,39.1%,32,50.0%,64,100.0%
146905   HULL-DAISETTA ISD,*,*,*,*,20,69.0%,29,100.0%
101913   HUMBLE ISD,571,22.5%,935,36.8%,"1,032",40.7%,"2,538",100.0%
003904   HUNTINGTON ISD,22,17.9%,51,41.5%,50,40.7%,123,100.0%
236902   HUNTSVILLE ISD,112,30.4%,61,16.6%,195,53.0%,368,100.0%
220916   HURST-EULESS-BEDFORD ISD,275,19.4%,398,28.1%,744,52.5%,"1,417",100.0%
246906   HUTTO ISD,73,22.9%,68,21.3%,178,55.8%,319,100.0%
152910   IDALOU ISD,20,29.4%,27,39.7%,21,30.9%,68,100.0%
108807   IDEA PUBLIC SCHOOLS,125,62.5%,22,11.0%,53,26.5%,200,100.0%
120905   INDUSTRIAL ISD,18,22.0%,42,51.2%,22,26.8%,82,100.0%
108801   INFORMATION REFERRAL RESOURCE ASSI,6,3.0%,38,19.2%,154,77.8%,198,100.0%
205903   INGLESIDE ISD,25,18.1%,36,26.1%,77,55.8%,138,100.0%
133904   INGRAM ISD,25,29.8%,6,7.1%,53,63.1%,84,100.0%
093903   IOLA ISD,9,25.0%,12,33.3%,15,41.7%,36,100.0%
243903   IOWA PARK CISD,32,24.4%,25,19.1%,74,56.5%,131,100.0%
208903   IRA ISD,,,7,43.8%,9,56.3%,16,100.0%
186903   IRAAN-SHEFFIELD ISD,8,13.3%,11,18.3%,41,68.3%,60,100.0%
018906   IREDELL ISD,*,*,*,*,5,62.5%,8,100.0%
118902   IRION COUNTY ISD,*,*,*,*,13,40.6%,32,100.0%
057912   IRVING ISD,262,13.6%,542,28.2%,"1,118",58.2%,"1,922",100.0%
070907   ITALY ISD,6,16.7%,14,38.9%,16,44.4%,36,100.0%
109907   ITASCA ISD,7,15.2%,18,39.1%,21,45.7%,46,100.0%
119902   JACKSBORO ISD,15,25.9%,11,19.0%,32,55.2%,58,100.0%
037904   JACKSONVILLE ISD,16,6.2%,35,13.5%,208,80.3%,259,100.0%
101822   JAMIE'S HOUSE CHARTER SCHOOL,,,,,*,*,*,*
246907   JARRELL ISD,10,18.9%,9,17.0%,34,64.2%,53,100.0%
121904   JASPER ISD,28,15.7%,46,25.8%,104,58.4%,178,100.0%
132902   JAYTON-GIRARD ISD,*,*,*,*,*,*,8,100.0%
057819   JEAN MASSIEU ACADEMY,,,*,*,*,*,5,100.0%
155901   JEFFERSON ISD,7,10.1%,16,23.2%,46,66.7%,69,100.0%
124901   JIM HOGG COUNTY ISD,12,22.6%,15,28.3%,26,49.1%,53,100.0%
221911   JIM NED CISD,19,27.5%,19,27.5%,31,44.9%,69,100.0%
210902   JOAQUIN ISD,7,15.2%,14,30.4%,25,54.4%,46,100.0%
015808   JOHN H WOOD JR PUBLIC CHARTER DIST,,,,,10,100.0%,10,100.0%
016901   JOHNSON CITY ISD,14,28.0%,16,32.0%,20,40.0%,50,100.0%
050909   JONESBORO ISD,*,*,*,*,5,35.7%,14,100.0%
126905   JOSHUA ISD,47,16.3%,85,29.4%,157,54.3%,289,100.0%
007902   JOURDANTON ISD,22,27.5%,17,21.3%,41,51.3%,80,100.0%
101852   JUAN B GALAVIZ CHARTER SCHOOL,,,,,*,*,*,*
015822   JUBILEE ACADEMIC CENTER,7,21.2%,14,42.4%,12,36.4%,33,100.0%
015916   JUDSON ISD,197,14.4%,404,29.5%,768,56.1%,"1,369",100.0%
134901   JUNCTION ISD,17,27.9%,11,18.0%,33,54.1%,61,100.0%
102901   KARNACK ISD,*,*,*,*,6,75.0%,8,100.0%
128901   KARNES CITY ISD,11,19.0%,15,25.9%,32,55.2%,58,100.0%
105801   KATHERINE ANNE PORTER SCHOOL,7,18.9%,6,16.2%,24,64.9%,37,100.0%
101914   KATY ISD,939,23.0%,"1,110",27.1%,"2,041",49.9%,"4,090",100.0%
129903   KAUFMAN ISD,41,14.7%,92,33.0%,146,52.3%,279,100.0%
126906   KEENE ISD,6,12.5%,16,33.3%,26,54.2%,48,100.0%
220907   KELLER ISD,499,24.1%,678,32.7%,898,43.3%,"2,075",100.0%
242905   KELTON ISD,*,*,*,*,,,*,*
129904   KEMP ISD,13,13.1%,27,27.3%,59,59.6%,99,100.0%
128902   KENEDY ISD,*,*,*,*,22,62.9%,35,100.0%
113906   KENNARD ISD,*,*,*,*,11,64.7%,17,100.0%
220914   KENNEDALE ISD,54,24.6%,66,30.0%,100,45.5%,220,100.0%
175907   KERENS ISD,7,18.0%,21,53.9%,11,28.2%,39,100.0%
248901   KERMIT ISD,8,10.5%,28,36.8%,40,52.6%,76,100.0%
133903   KERRVILLE ISD,51,16.4%,38,12.2%,223,71.5%,312,100.0%
092902   KILGORE ISD,20,8.4%,103,43.3%,115,48.3%,238,100.0%
014906   KILLEEN ISD,359,18.8%,598,31.3%,952,49.9%,"1,909",100.0%
137901   KINGSVILLE ISD,55,31.6%,39,22.4%,80,46.0%,174,100.0%
227820   KIPP AUSTIN PUBLIC SCHOOLS INC,10,18.2%,10,18.2%,35,63.6%,55,100.0%
101813   KIPP INC CHARTER,60,45.8%,16,12.2%,55,42.0%,131,100.0%
121905   KIRBYVILLE CISD,20,23.0%,19,21.8%,48,55.2%,87,100.0%
101915   KLEIN ISD,717,23.4%,"1,111",36.3%,"1,233",40.3%,"3,061",100.0%
058905   KLONDIKE ISD,*,*,*,*,8,47.1%,17,100.0%
232901   KNIPPA ISD,*,*,*,*,*,*,8,100.0%
138902   KNOX CITY-O'BRIEN CISD,*,*,*,*,*,*,15,100.0%
018907   KOPPERL ISD,*,*,*,*,12,70.6%,17,100.0%
100903   KOUNTZE ISD,23,28.1%,18,22.0%,41,50.0%,82,100.0%
219905   KRESS ISD,*,*,*,*,9,56.3%,16,100.0%
