DistName,Students Enrolled in Texas Public 4-year Universities,,Students Enrolled in Texas Public 2-year Colleges,,Students Not Located in Texas Public Higher Education,,Total High School Graduates,
014801   RICHARD MILBURN ALTER HIGH SCHOOL,,,12,15.4%,66,84.6%,78,100.0%
178804   RICHARD MILBURN ALTER HIGH SCHOOL,*,*,*,*,49,69.0%,71,100.0%
093905   RICHARDS ISD,,,*,*,*,*,*,*
057916   RICHARDSON ISD,445,21.6%,601,29.2%,"1,012",49.2%,"2,058",100.0%
057840   RICHLAND COLLEGIATE HIGH SCHOOL,109,58.0%,42,22.3%,37,19.7%,188,100.0%
206902   RICHLAND SPRINGS ISD,*,*,*,*,6,42.9%,14,100.0%
161912   RIESEL ISD,*,*,*,*,13,26.5%,49,100.0%
214901   RIO GRANDE CITY CISD,132,22.1%,177,29.6%,289,48.3%,598,100.0%
031911   RIO HONDO ISD,30,19.2%,60,38.5%,66,42.3%,156,100.0%
126907   RIO VISTA ISD,7,18.0%,18,46.2%,14,35.9%,39,100.0%
067908   RISING STAR ISD,*,*,*,*,*,*,10,100.0%
188902   RIVER ROAD ISD,9,9.3%,43,44.3%,45,46.4%,97,100.0%
194903   RIVERCREST ISD,*,*,*,*,15,35.7%,42,100.0%
137903   RIVIERA ISD,31,46.3%,11,16.4%,25,37.3%,67,100.0%
041902   ROBERT LEE ISD,*,*,*,*,11,52.4%,21,100.0%
161922   ROBINSON ISD,15,9.5%,82,51.9%,61,38.6%,158,100.0%
178909   ROBSTOWN ISD,38,27.3%,32,23.0%,69,49.6%,139,100.0%
076903   ROBY CISD,6,20.0%,9,30.0%,15,50.0%,30,100.0%
160904   ROCHELLE ISD,*,*,*,*,7,50.0%,14,100.0%
166904   ROCKDALE ISD,20,16.4%,46,37.7%,56,45.9%,122,100.0%
069901   ROCKSPRINGS ISD,*,*,*,*,8,53.3%,15,100.0%
199901   ROCKWALL ISD,237,23.5%,351,34.8%,422,41.8%,"1,010",100.0%
014907   ROGERS ISD,8,11.9%,32,47.8%,27,40.3%,67,100.0%
214903   ROMA ISD,114,28.5%,131,32.8%,155,38.8%,400,100.0%
152908   ROOSEVELT ISD,9,13.4%,19,28.4%,39,58.2%,67,100.0%
110905   ROPES ISD,*,*,*,*,6,20.7%,29,100.0%
177901   ROSCOE ISD,*,*,*,*,14,63.6%,22,100.0%
073905   ROSEBUD-LOTT ISD,10,17.5%,24,42.1%,23,40.4%,57,100.0%
076904   ROTAN ISD,5,23.8%,9,42.9%,7,33.3%,21,100.0%
246909   ROUND ROCK ISD,788,28.8%,763,27.9%,"1,183",43.3%,"2,734",100.0%
075908   ROUND TOP-CARMINE ISD,*,*,*,*,*,*,8,100.0%
139908   ROXTON ISD,,,*,*,7,63.6%,11,100.0%
237905   ROYAL ISD,19,14.4%,30,22.7%,83,62.9%,132,100.0%
199902   ROYSE CITY ISD,37,13.9%,86,32.2%,144,53.9%,267,100.0%
104903   RULE ISD,*,*,*,*,*,*,6,100.0%
128903   RUNGE ISD,*,*,*,*,8,53.3%,15,100.0%
037907   RUSK ISD,15,15.5%,27,27.8%,55,56.7%,97,100.0%
091914   S AND S CISD,8,13.8%,27,46.6%,23,39.7%,58,100.0%
232902   SABINAL ISD,7,19.4%,17,47.2%,12,33.3%,36,100.0%
092906   SABINE ISD,5,7.0%,37,52.1%,29,40.9%,71,100.0%
123913   SABINE PASS ISD,10,37.0%,10,37.0%,7,25.9%,27,100.0%
169911   SAINT JO ISD,*,*,*,*,13,65.0%,20,100.0%
014908   SALADO ISD,30,31.3%,32,33.3%,34,35.4%,96,100.0%
112909   SALTILLO ISD,*,*,*,*,7,38.9%,18,100.0%
074917   SAM RAYBURN ISD,*,*,*,*,21,53.9%,39,100.0%
226903   SAN ANGELO ISD,262,27.9%,142,15.1%,534,56.9%,938,100.0%
015817   SAN ANTONIO CAN HIGH SCHOOL,,,16,20.8%,61,79.2%,77,100.0%
015907   SAN ANTONIO ISD,338,12.5%,807,29.9%,"1,551",57.5%,"2,696",100.0%
015820   SAN ANTONIO SCHOOL FOR INQUIRY & C,,,*,*,33,89.2%,37,100.0%
015823   SAN ANTONIO TECHNOLOGY ACADEMY,,,6,20.0%,24,80.0%,30,100.0%
203901   SAN AUGUSTINE ISD,9,20.0%,7,15.6%,29,64.4%,45,100.0%
031912   SAN BENITO CISD,136,21.1%,230,35.7%,278,43.2%,644,100.0%
066902   SAN DIEGO ISD,23,28.4%,18,22.2%,40,49.4%,81,100.0%
071904   SAN ELIZARIO ISD,37,15.6%,85,35.7%,116,48.7%,238,100.0%
233901   SAN FELIPE-DEL RIO CISD,118,19.6%,208,34.5%,277,45.9%,603,100.0%
214902   SAN ISIDRO ISD,8,26.7%,5,16.7%,17,56.7%,30,100.0%
105902   SAN MARCOS CISD,117,23.4%,76,15.2%,307,61.4%,500,100.0%
245904   SAN PERLITA ISD,*,*,*,*,5,29.4%,17,100.0%
206901   SAN SABA ISD,11,32.4%,11,32.4%,12,35.3%,34,100.0%
058909   SANDS CISD,*,*,*,*,*,*,13,100.0%
117903   SANFORD-FRITCH ISD,*,*,*,*,29,63.0%,46,100.0%
061908   SANGER ISD,26,15.3%,59,34.7%,85,50.0%,170,100.0%
042903   SANTA ANNA ISD,*,*,*,*,10,66.7%,15,100.0%
084909   SANTA FE ISD,39,11.8%,140,42.3%,152,45.9%,331,100.0%
137904   SANTA GERTRUDIS ISD,*,*,*,*,15,39.5%,38,100.0%
031913   SANTA MARIA ISD,10,28.6%,8,22.9%,17,48.6%,35,100.0%
031914   SANTA ROSA ISD,12,17.9%,19,28.4%,36,53.7%,67,100.0%
182904   SANTO ISD,9,31.0%,7,24.1%,13,44.8%,29,100.0%
074911   SAVOY ISD,*,*,*,*,7,28.0%,25,100.0%
094902   SCHERTZ-CIBOLO-U CITY ISD,244,24.1%,237,23.4%,531,52.5%,"1,012",100.0%
207901   SCHLEICHER ISD,9,23.7%,10,26.3%,19,50.0%,38,100.0%
015806   SCHOOL OF EXCELLENCE IN EDUCATION,10,16.1%,20,32.3%,32,51.6%,62,100.0%
015827   SCHOOL OF SCIENCE AND TECHNOLOGY,6,16.2%,6,16.2%,25,67.6%,37,100.0%
075903   SCHULENBURG ISD,13,26.0%,19,38.0%,18,36.0%,50,100.0%
129910   SCURRY-ROSSER ISD,10,17.0%,18,30.5%,31,52.5%,59,100.0%
083901   SEAGRAVES ISD,5,17.2%,5,17.2%,19,65.5%,29,100.0%
008902   SEALY ISD,33,18.3%,59,32.8%,88,48.9%,180,100.0%
094901   SEGUIN ISD,73,15.4%,62,13.1%,338,71.5%,473,100.0%
083903   SEMINOLE ISD,26,16.9%,29,18.8%,99,64.3%,154,100.0%
012901   SEYMOUR ISD,5,14.3%,11,31.4%,19,54.3%,35,100.0%
152909   SHALLOWATER ISD,36,31.3%,36,31.3%,43,37.4%,115,100.0%
242902   SHAMROCK ISD,*,*,*,*,10,55.6%,18,100.0%
108911   SHARYLAND ISD,237,35.3%,175,26.0%,260,38.7%,672,100.0%
015819   SHEKINAH RADIANCE ACADEMY,,,5,18.5%,22,81.5%,27,100.0%
210903   SHELBYVILLE ISD,5,15.6%,16,50.0%,11,34.4%,32,100.0%
101924   SHELDON ISD,55,16.0%,107,31.2%,181,52.8%,343,100.0%
204904   SHEPHERD ISD,11,9.7%,26,22.8%,77,67.5%,114,100.0%
091906   SHERMAN ISD,35,9.1%,116,30.1%,234,60.8%,385,100.0%
143903   SHINER ISD,16,34.0%,15,31.9%,16,34.0%,47,100.0%
047905   SIDNEY ISD,*,*,*,*,*,*,9,100.0%
115902   SIERRA BLANCA ISD,*,*,,,5,62.5%,8,100.0%
100904   SILSBEE ISD,40,22.5%,30,16.9%,108,60.7%,178,100.0%
023902   SILVERTON ISD,*,*,*,*,6,54.6%,11,100.0%
019909   SIMMS ISD,5,10.9%,18,39.1%,23,50.0%,46,100.0%
205906   SINTON ISD,35,25.0%,36,25.7%,69,49.3%,140,100.0%
013905   SKIDMORE-TYNAN ISD,9,15.0%,27,45.0%,24,40.0%,60,100.0%
152903   SLATON ISD,9,13.0%,22,31.9%,38,55.1%,69,100.0%
249908   SLIDELL ISD,5,29.4%,6,35.3%,6,35.3%,17,100.0%
001909   SLOCUM ISD,6,21.4%,8,28.6%,14,50.0%,28,100.0%
011904   SMITHVILLE ISD,17,16.0%,33,31.1%,56,52.8%,106,100.0%
110906   SMYER ISD,*,*,*,*,13,52.0%,25,100.0%
026903   SNOOK ISD,6,18.2%,17,51.5%,10,30.3%,33,100.0%
208902   SNYDER ISD,10,6.0%,71,42.5%,86,51.5%,167,100.0%
071909   SOCORRO ISD,714,25.7%,"1,026",37.0%,"1,034",37.3%,"2,774",100.0%
015909   SOMERSET ISD,27,14.3%,53,28.0%,109,57.7%,189,100.0%
026902   SOMERVILLE ISD,*,*,*,*,16,53.3%,30,100.0%
218901   SONORA ISD,18,30.0%,14,23.3%,28,46.7%,60,100.0%
152803   SOUTH PLAINS,*,*,*,*,67,88.2%,76,100.0%
015908   SOUTH SAN ANTONIO ISD,55,12.3%,156,34.8%,237,52.9%,448,100.0%
031916   SOUTH TEXAS ISD,268,58.0%,72,15.6%,122,26.4%,462,100.0%
085903   SOUTHLAND ISD,*,*,*,*,7,53.9%,13,100.0%
015917   SOUTHSIDE ISD,33,11.2%,74,25.1%,188,63.7%,295,100.0%
015912   SOUTHWEST ISD,45,6.9%,248,37.9%,362,55.3%,655,100.0%
015807   SOUTHWEST PREPARATORY SCHOOL,,,17,9.8%,157,90.2%,174,100.0%
101838   SOUTHWEST SCHOOL,8,8.9%,26,28.9%,56,62.2%,90,100.0%
098904   SPEARMAN ISD,11,19.6%,11,19.6%,34,60.7%,56,100.0%
170907   SPLENDORA ISD,22,10.5%,61,29.1%,127,60.5%,210,100.0%
101920   SPRING BRANCH ISD,447,24.4%,334,18.2%,"1,054",57.4%,"1,835",100.0%
092907   SPRING HILL ISD,20,17.7%,58,51.3%,35,31.0%,113,100.0%
101919   SPRING ISD,404,20.8%,689,35.5%,850,43.8%,"1,943",100.0%
140907   SPRINGLAKE-EARTH ISD,*,*,*,*,12,44.4%,27,100.0%
184902   SPRINGTOWN ISD,28,13.9%,67,33.2%,107,53.0%,202,100.0%
063903   SPUR ISD,*,*,*,*,6,54.6%,11,100.0%
229905   SPURGER ISD,*,*,*,*,9,69.2%,13,100.0%
079910   STAFFORD MSD,66,29.9%,69,31.2%,86,38.9%,221,100.0%
127906   STAMFORD ISD,8,22.9%,10,28.6%,17,48.6%,35,100.0%
156902   STANTON ISD,7,15.2%,21,45.7%,18,39.1%,46,100.0%
167903   STAR ISD,*,*,*,*,7,58.3%,12,100.0%
072903   STEPHENVILLE,93,45.8%,31,15.3%,79,38.9%,203,100.0%
216901   STERLING CITY ISD,5,38.5%,5,38.5%,*,*,13,100.0%
247906   STOCKDALE ISD,12,27.3%,12,27.3%,20,45.5%,44,100.0%
211902   STRATFORD ISD,11,25.6%,7,16.3%,25,58.1%,43,100.0%
182905   STRAWN ISD,*,*,*,*,*,*,9,100.0%
140908   SUDAN ISD,*,*,*,*,12,48.0%,25,100.0%
112910   SULPHUR BLUFF ISD,*,*,*,*,8,42.1%,19,100.0%
112901   SULPHUR SPRINGS ISD,43,17.1%,84,33.3%,125,49.6%,252,100.0%
110907   SUNDOWN ISD,*,*,*,*,12,35.3%,34,100.0%
057919   SUNNYVALE ISD,31,34.8%,36,40.5%,22,24.7%,89,100.0%
171902   SUNRAY ISD,7,14.9%,16,34.0%,24,51.1%,47,100.0%
020906   SWEENY ISD,21,14.9%,55,39.0%,65,46.1%,141,100.0%
177902   SWEETWATER ISD,25,24.3%,30,29.1%,48,46.6%,103,100.0%
205907   TAFT ISD,13,21.0%,16,25.8%,33,53.2%,62,100.0%
153904   TAHOKA ISD,6,16.2%,12,32.4%,19,51.4%,37,100.0%
146907   TARKINGTON ISD,12,8.7%,39,28.3%,87,63.0%,138,100.0%
201910   TATUM ISD,12,10.0%,47,39.2%,61,50.8%,120,100.0%
246911   TAYLOR ISD,36,17.5%,50,24.3%,120,58.3%,206,100.0%
081904   TEAGUE ISD,11,15.1%,31,42.5%,31,42.5%,73,100.0%
123803   TEKOA ACADEMY OF ACCELERATED STUDI,,,*,*,14,77.8%,18,100.0%
014803   TEMPLE EDUCATION CENTER,,,*,*,7,77.8%,9,100.0%
014909   TEMPLE ISD,59,11.5%,154,30.1%,299,58.4%,512,100.0%
210904   TENAHA ISD,*,*,*,*,20,58.8%,34,100.0%
022004   TERLINGUA CSD,,,,,5,100.0%,5,100.0%
222901   TERRELL COUNTY ISD,5,62.5%,,,*,*,8,100.0%
129906   TERRELL ISD,26,12.7%,66,32.2%,113,55.1%,205,100.0%
019907   TEXARKANA ISD,67,14.1%,119,25.0%,290,60.9%,476,100.0%
084906   TEXAS CITY ISD,51,14.6%,129,36.9%,170,48.6%,350,100.0%
221801   TEXAS COLLEGE PREPARATORY ACADEMIE,12,15.6%,29,37.7%,36,46.8%,77,100.0%
061802   TEXAS EDUCATION CENTERS,*,*,*,*,22,61.1%,36,100.0%
226801   TEXAS LEADERSHIP,*,*,*,*,13,68.4%,19,100.0%
211901   TEXHOMA ISD,*,*,,,27,87.1%,31,100.0%
056902   TEXLINE ISD,*,*,,,*,*,*,*
061803   THE LEGENDS ACADEMY,,,,,7,100.0%,7,100.0%
166905   THORNDALE ISD,9,20.5%,17,38.6%,18,40.9%,44,100.0%
246912   THRALL ISD,9,23.7%,14,36.8%,15,39.5%,38,100.0%
149902   THREE RIVERS ISD,7,13.7%,17,33.3%,27,52.9%,51,100.0%
224901   THROCKMORTON ISD,7,38.9%,7,38.9%,*,*,18,100.0%
158902   TIDEHAVEN ISD,*,*,*,*,21,48.8%,43,100.0%
210905   TIMPSON ISD,*,*,*,*,20,52.6%,38,100.0%
111903   TOLAR ISD,19,35.2%,21,38.9%,14,25.9%,54,100.0%
091918   TOM BEAN ISD,7,11.9%,26,44.1%,26,44.1%,59,100.0%
101921   TOMBALL ISD,149,21.3%,267,38.1%,285,40.7%,701,100.0%
071908   TORNILLO ISD,11,19.6%,15,26.8%,30,53.6%,56,100.0%
014802   TRANSFORMATIVE CHARTER ACADEMY,*,*,*,*,32,82.1%,39,100.0%
220801   TREETOPS SCHOOL INTERNATIONAL,,,*,*,,,*,*
221905   TRENT ISD,*,*,*,*,9,64.3%,14,100.0%
074912   TRENTON ISD,*,*,*,*,27,69.2%,39,100.0%
107907   TRINIDAD ISD,*,*,*,*,7,58.3%,12,100.0%
046802   TRINITY CHARTER SCHOOL,,,*,*,*,*,*,*
228903   TRINITY ISD,6,11.8%,12,23.5%,33,64.7%,51,100.0%
212904   TROUP ISD,7,10.3%,26,38.2%,35,51.5%,68,100.0%
014910   TROY ISD,22,23.2%,33,34.7%,40,42.1%,95,100.0%
219903   TULIA ISD,6,10.5%,17,29.8%,34,59.7%,57,100.0%
178912   TULOSO-MIDWAY ISD,72,27.9%,70,27.1%,116,45.0%,258,100.0%
096905   TURKEY-QUITAQUE ISD,9,33.3%,10,37.0%,8,29.6%,27,100.0%
212905   TYLER ISD,133,14.0%,383,40.4%,431,45.5%,947,100.0%
230908   UNION GROVE ISD,10,15.9%,25,39.7%,28,44.4%,63,100.0%
230904   UNION HILL ISD,*,*,*,*,18,54.6%,33,100.0%
240903   UNITED ISD,689,26.1%,"1,168",44.3%,779,29.6%,"2,636",100.0%
057808   UNIVERSAL ACADEMY,8,36.4%,6,27.3%,8,36.4%,22,100.0%
227806   UNIVERSITY OF TEXAS UNIVERSITY CHA,*,*,*,*,33,56.9%,58,100.0%
057843   UPLIFT EDUCATION - HAMPTON PREPARA,*,*,*,*,8,61.5%,13,100.0%
057803   UPLIFT EDUCATION - NORTH HILLS PRE,36,40.9%,12,13.6%,40,45.5%,88,100.0%
057838   UPLIFT EDUCATION - PEAK PREPARATOR,*,*,*,*,16,41.0%,39,100.0%
057842   UPLIFT EDUCATION - WILLIAMS PREPAR,*,*,*,*,19,52.8%,36,100.0%
220816   UPLIFT EDUCATION-SUMMIT INTERNATIO,*,*,*,*,15,46.9%,32,100.0%
232904   UTOPIA ISD,7,38.9%,8,44.4%,*,*,18,100.0%
232903   UVALDE CISD,25,9.1%,148,53.8%,102,37.1%,275,100.0%
122902   VALENTINE ISD,*,*,*,*,*,*,5,100.0%
018904   VALLEY MILLS ISD,5,11.9%,23,54.8%,14,33.3%,42,100.0%
049903   VALLEY VIEW ISD,7,17.1%,10,24.4%,24,58.5%,41,100.0%
108916   VALLEY VIEW ISD,76,27.1%,84,30.0%,120,42.9%,280,100.0%
091908   VAN ALSTYNE ISD,13,11.5%,46,40.7%,54,47.8%,113,100.0%
234906   VAN ISD,23,14.5%,69,43.4%,67,42.1%,159,100.0%
158906   VAN VLECK ISD,12,17.1%,35,50.0%,23,32.9%,70,100.0%
180902   VEGA ISD,6,24.0%,11,44.0%,8,32.0%,25,100.0%
126908   VENUS ISD,12,10.8%,37,33.3%,62,55.9%,111,100.0%
226908   VERIBEST ISD,*,*,*,*,6,42.9%,14,100.0%
244903   VERNON ISD,16,13.2%,46,38.0%,59,48.8%,121,100.0%
235902   VICTORIA ISD,95,13.2%,287,39.8%,340,47.1%,722,100.0%
101865   VICTORY PREP,*,*,*,*,64,79.0%,81,100.0%
181907   VIDOR ISD,46,14.2%,78,24.1%,200,61.7%,324,100.0%
161914   WACO ISD,57,7.5%,337,44.4%,365,48.1%,759,100.0%
089905   WAELDER ISD,*,*,*,*,13,86.7%,15,100.0%
226906   WALL ISD,42,50.0%,24,28.6%,18,21.4%,84,100.0%
237904   WALLER ISD,56,15.2%,103,28.0%,209,56.8%,368,100.0%
018905   WALNUT SPRINGS ISD,*,*,*,*,9,69.2%,13,100.0%
229904   WARREN ISD,23,31.9%,12,16.7%,37,51.4%,72,100.0%
102903   WASKOM ISD,*,*,*,*,31,75.6%,41,100.0%
226905   WATER VALLEY ISD,*,*,*,*,7,36.8%,19,100.0%
070801   WAXAHACHIE FAITH FAMILY ACADEMY,*,*,*,*,8,50.0%,16,100.0%
070912   WAXAHACHIE ISD,95,18.4%,177,34.2%,245,47.4%,517,100.0%
184903   WEATHERFORD ISD,85,16.7%,191,37.6%,232,45.7%,508,100.0%
240904   WEBB CISD,7,28.0%,7,28.0%,11,44.0%,25,100.0%
045905   WEIMAR ISD,12,25.5%,17,36.2%,18,38.3%,47,100.0%
044902   WELLINGTON ISD,13,36.1%,8,22.2%,15,41.7%,36,100.0%
223904   WELLMAN-UNION CISD,*,*,*,*,*,*,9,100.0%
037909   WELLS ISD,*,*,*,*,10,45.5%,22,100.0%
108913   WESLACO ISD,224,21.8%,349,33.9%,457,44.4%,"1,030",100.0%
100908   WEST HARDIN COUNTY CISD,7,14.3%,10,20.4%,32,65.3%,49,100.0%
161916   WEST ISD,17,13.8%,59,48.0%,47,38.2%,123,100.0%
181906   WEST ORANGE-COVE CISD,29,21.8%,47,35.3%,57,42.9%,133,100.0%
178915   WEST OSO ISD,29,25.4%,24,21.1%,61,53.5%,114,100.0%
201914   WEST RUSK ISD,*,*,*,*,13,31.0%,42,100.0%
202905   WEST SABINE ISD,5,12.8%,14,35.9%,20,51.3%,39,100.0%
168903   WESTBROOK ISD,*,*,*,*,5,45.5%,11,100.0%
220810   WESTLAKE ACADEMY CHARTER SCHOOL,*,*,*,*,9,32.1%,28,100.0%
001908   WESTWOOD ISD,18,17.7%,30,29.4%,54,52.9%,102,100.0%
241904   WHARTON ISD,12,8.7%,77,55.8%,49,35.5%,138,100.0%
242903   WHEELER ISD,*,*,*,*,*,*,17,100.0%
033904   WHITE DEER ISD,6,20.7%,14,48.3%,9,31.0%,29,100.0%
092908   WHITE OAK ISD,9,9.6%,44,46.8%,41,43.6%,94,100.0%
220920   WHITE SETTLEMENT ISD,46,10.3%,144,32.3%,256,57.4%,446,100.0%
040902   WHITEFACE CISD,*,*,*,*,7,41.2%,17,100.0%
212906   WHITEHOUSE ISD,64,20.7%,119,38.4%,127,41.0%,310,100.0%
091909   WHITESBORO ISD,11,11.3%,33,34.0%,53,54.6%,97,100.0%
091910   WHITEWRIGHT ISD,8,15.7%,18,35.3%,25,49.0%,51,100.0%
110908   WHITHARRAL ISD,*,*,*,*,*,*,10,100.0%
109911   WHITNEY ISD,20,23.3%,30,34.9%,36,41.9%,86,100.0%
243905   WICHITA FALLS ISD,219,24.3%,184,20.4%,498,55.3%,901,100.0%
170904   WILLIS ISD,88,22.6%,97,24.9%,204,52.4%,389,100.0%
234907   WILLS POINT ISD,22,13.6%,48,29.6%,92,56.8%,162,100.0%
153907   WILSON ISD,*,*,,,*,*,5,100.0%
105905   WIMBERLEY ISD,54,30.2%,55,30.7%,70,39.1%,179,100.0%
005904   WINDTHORST ISD,13,31.7%,9,22.0%,19,46.3%,41,100.0%
057828   WINFREE ACADEMY CHARTER SCHOOLS,7,1.9%,102,27.2%,266,70.9%,375,100.0%
248902   WINK-LOVING ISD,7,30.4%,9,39.1%,7,30.4%,23,100.0%
250907   WINNSBORO ISD,17,21.0%,15,18.5%,49,60.5%,81,100.0%
212910   WINONA ISD,5,8.8%,23,40.4%,29,50.9%,57,100.0%
200904   WINTERS ISD,14,35.0%,5,12.5%,21,52.5%,40,100.0%
174906   WODEN ISD,8,12.9%,16,25.8%,38,61.3%,62,100.0%
116909   WOLFE CITY ISD,11,28.2%,10,25.6%,18,46.2%,39,100.0%
196902   WOODSBORO ISD,*,*,*,*,16,47.1%,34,100.0%
224902   WOODSON ISD,*,*,*,*,,,9,100.0%
229903   WOODVILLE ISD,26,37.1%,14,20.0%,30,42.9%,70,100.0%
081905   WORTHAM ISD,*,*,*,*,14,43.8%,32,100.0%
043914   WYLIE ISD,119,16.8%,259,36.6%,329,46.5%,707,100.0%
221912   WYLIE ISD,43,20.2%,84,39.4%,86,40.4%,213,100.0%
250905   YANTIS ISD,*,*,*,*,11,78.6%,14,100.0%
101845   YES PREP PUBLIC SCHOOLS INC,82,41.6%,11,5.6%,104,52.8%,197,100.0%
062903   YOAKUM ISD,14,15.7%,37,41.6%,38,42.7%,89,100.0%
062904   YORKTOWN ISD,*,*,*,*,23,62.2%,37,100.0%
071905   YSLETA ISD,715,23.6%,"1,120",36.9%,"1,201",39.6%,"3,036",100.0%
253901   ZAPATA COUNTY ISD,49,27.7%,45,25.4%,83,46.9%,177,100.0%
003906   ZAVALLA ISD,5,17.2%,9,31.0%,15,51.7%,29,100.0%
025906   ZEPHYR ISD,*,*,,,5,62.5%,8,100.0%
