Group,District,DistName,County,CntyName,Region,RegnName,Math,Reading,Writing,Total,Grads_Mskd,Exnees_Mskd,Part_Rate,Crit_Mskd,Above_Crit_Rate
All Students,058909,Sands CISD,058,Dawson County,17,Lubbock,,,,,<25,<25,6.3,<25,100
All Students,059901,Hereford ISD,059,Deaf Smith County,16,Amarillo,505,500,499,1006,<275,<25,4.9,<25,15.4
All Students,060902,Cooper ISD,060,Delta County,08,Mt Pleasant,520,443,433,963,<50,<25,6.4,<25,
All Students,061501,University Of North Texas,061,Denton County,11,Fort Worth,739,699,697,1437,<25,<175,,<175,100
All Students,061901,Denton ISD,061,Denton County,11,Fort Worth,496,497,468,993,1543,845,54.8,225,26.6
All Students,061902,Lewisville ISD,061,Denton County,11,Fort Worth,552,532,515,1083,3982,2636,66.2,1154,43.8
All Students,061903,Pilot Point ISD,061,Denton County,11,Fort Worth,514,526,496,1041,95,38,40.0,12,31.6
All Students,061905,Krum ISD,061,Denton County,11,Fort Worth,486,493,475,976,127,45,35.4,8,17.8
All Students,061906,Ponder ISD,061,Denton County,11,Fort Worth,517,492,462,1009,100,42,42.0,12,28.6
All Students,061907,Aubrey ISD,061,Denton County,11,Fort Worth,499,490,455,989,153,85,55.6,16,18.8
All Students,061908,Sanger ISD,061,Denton County,11,Fort Worth,484,478,437,961,201,69,34.3,12,17.4
All Students,061910,Argyle ISD,061,Denton County,11,Fort Worth,548,536,508,1083,167,107,64.1,49,45.8
All Students,061911,Northwest ISD,061,Denton County,11,Fort Worth,512,511,490,1024,1193,589,49.4,185,31.4
All Students,061912,Lake Dallas ISD,061,Denton County,11,Fort Worth,489,478,448,966,303,176,58.1,36,20.5
All Students,061914,Little Elm ISD,061,Denton County,11,Fort Worth,465,476,452,940,392,190,48.5,32,16.8
All Students,062901,Cuero ISD,062,DeWitt County,03,Victoria,476,475,441,950,<150,<25,17.9,<25,12.5
All Students,062902,Nordheim ISD,062,DeWitt County,03,Victoria,415,418,405,833,<25,<25,37.5,<25,
All Students,062903,Yoakum ISD,062,DeWitt County,03,Victoria,441,446,426,888,<100,<25,17.8,<25,6.3
All Students,062904,Yorktown ISD,062,DeWitt County,03,Victoria,474,462,470,948,<50,<25,16.1,<25,40.0
All Students,064903,Carrizo Springs CISD,064,Dimmit County,20,San Antonio,432,406,394,838,<175,<100,50.6,<25,2.5
All Students,065901,Clarendon ISD,065,Donley County,16,Amarillo,,,,,<50,<25,3.6,<25,
All Students,066902,San Diego ISD,066,Duval County,02,Corpus Christi,467,387,400,853,<75,<25,4.2,<25,
All Students,067902,Cisco ISD,067,Eastland County,14,Abilene,525,508,489,1030,74,15,20.3,5,33.3
All Students,067903,Eastland ISD,067,Eastland County,14,Abilene,479,461,436,940,<75,<50,38.0,<25,7.4
All Students,067904,Gorman ISD,067,Eastland County,14,Abilene,465,415,401,882,<25,<25,41.7,<25,
All Students,067907,Ranger ISD,067,Eastland County,14,Abilene,504,520,516,1030,<25,<25,26.3,<25,20.0
All Students,067908,Rising Star ISD,067,Eastland County,14,Abilene,495,460,495,970,<25,<25,13.3,<25,
All Students,068901,Ector County ISD,068,Ector County,18,Midland,411,392,388,802,1525,1484,97.3,82,5.5
All Students,070801,Waxahachie Faith Family Academy,070,Ellis County,10,Richardson,391,399,374,784,<100,<50,38.7,<25,
All Students,070901,Avalon ISD,070,Ellis County,10,Richardson,476,447,428,924,<25,<25,61.1,<25,9.1
All Students,070903,Ennis ISD,070,Ellis County,10,Richardson,461,455,455,917,351,93,26.5,16,17.2
All Students,070905,Ferris ISD,070,Ellis County,10,Richardson,449,467,437,917,159,56,35.2,10,17.9
All Students,070907,Italy ISD,070,Ellis County,10,Richardson,585,523,495,1108,<50,<25,8.9,<25,50.0
All Students,070908,Midlothian ISD,070,Ellis County,10,Richardson,522,494,468,1016,507,236,46.5,61,25.8
All Students,070910,Palmer ISD,070,Ellis County,10,Richardson,501,493,464,994,67,38,56.7,9,23.7
All Students,070911,Red Oak ISD,070,Ellis County,10,Richardson,460,463,429,922,439,214,48.7,32,15.0
All Students,070912,Waxahachie ISD,070,Ellis County,10,Richardson,490,495,458,985,538,286,53.2,74,25.9
All Students,070915,Maypearl ISD,070,Ellis County,10,Richardson,497,486,459,979,<100,<50,39.2,<25,9.7
All Students,071801,Burnham Wood Charter School Distri,071,El Paso County,19,El Paso,478,461,452,941,<50,<50,100,<25,20.0
All Students,071803,Paso Del Norte Academy Charter Dis,071,El Paso County,19,El Paso,365,390,375,744,<100,<25,25.3,<25,
All Students,071804,El Paso Academy,071,El Paso County,19,El Paso,437,454,447,903,<225,<25,3.5,<25,14.3
All Students,071806,Harmony Science Acad (El Paso),071,El Paso County,19,El Paso,460,447,432,907,88,92,100,12,13.0
All Students,071901,Clint ISD,071,El Paso County,19,El Paso,396,370,372,766,728,756,100,16,2.1
All Students,071902,El Paso ISD,071,El Paso County,19,El Paso,443,418,409,860,3938,3832,97.3,465,12.1
All Students,071903,Fabens ISD,071,El Paso County,19,El Paso,427,396,383,821,<150,<125,75.4,<25,4.8
All Students,071904,San Elizario ISD,071,El Paso County,19,El Paso,385,371,363,756,<225,<150,62.5,<25,0.7
All Students,071905,Ysleta ISD,071,El Paso County,19,El Paso,438,430,421,867,2882,1214,42.1,89,7.3
All Students,071906,Anthony ISD,071,El Paso County,19,El Paso,417,402,407,817,<50,<50,74.3,<25,3.8
All Students,071907,Canutillo ISD,071,El Paso County,19,El Paso,480,458,449,939,447,85,19.0,16,18.8
All Students,071908,Tornillo ISD,071,El Paso County,19,El Paso,383,359,368,742,<125,<75,69.9,<25,4.2
All Students,071909,Socorro ISD,071,El Paso County,19,El Paso,410,388,391,798,3177,3000,94.4,114,3.8
All Students,072801,Premier High Schools,072,Erath County,11,Fort Worth,424,439,421,863,1311,189,14.4,19,10.1
All Students,072802,Erath Excels Academy Inc,072,Erath County,11,Fort Worth,490,460,450,950,<50,<25,7.0,<25,33.3
All Students,072902,Dublin ISD,072,Erath County,11,Fort Worth,483,463,449,946,<75,<50,45.8,<25,30.3
All Students,072903,Stephenville ISD,072,Erath County,11,Fort Worth,517,507,486,1025,219,120,54.8,36,30.0
All Students,072908,Huckabay ISD,072,Erath County,11,Fort Worth,530,507,500,1037,<25,<25,42.9,<25,16.7
All Students,072909,Lingleville ISD,072,Erath County,11,Fort Worth,465,445,445,910,<25,<25,36.4,<25,
All Students,073901,Chilton ISD,073,Falls County,12,Waco,625,490,515,1115,<50,<25,5.0,<25,50.0
All Students,073903,Marlin ISD,073,Falls County,12,Waco,395,387,381,782,<75,<50,86.3,<25,
All Students,073905,Rosebud-Lott ISD,073,Falls County,12,Waco,454,454,446,901,<75,<25,14.3,<25,
All Students,074903,Bonham ISD,074,Fannin County,10,Richardson,487,499,471,986,119,22,18.5,6,27.3
All Students,074905,Ector ISD,074,Fannin County,10,Richardson,485,487,453,972,<25,<25,31.6,<25,16.7
All Students,074907,Honey Grove ISD,074,Fannin County,10,Richardson,479,454,447,933,<50,<25,17.1,<25,
All Students,074909,Leonard ISD,074,Fannin County,10,Richardson,457,453,439,912,<75,<50,41.3,<25,11.5
All Students,074911,Savoy ISD,074,Fannin County,10,Richardson,486,467,434,955,<50,<25,75.0,<25,20.8
All Students,074912,Trenton ISD,074,Fannin County,10,Richardson,550,530,472,1076,<50,<25,21.4,<25,55.6
All Students,075901,Flatonia ISD,075,Fayette County,13,Austin,480,436,433,913,<75,<50,49.0,<25,8.0
All Students,075902,La Grange ISD,075,Fayette County,13,Austin,496,487,462,983,156,94,60.3,20,21.3
All Students,075903,Schulenburg ISD,075,Fayette County,13,Austin,500,485,448,980,<75,<25,41.5,<25,22.7
All Students,075906,Fayetteville ISD,075,Fayette County,13,Austin,607,513,530,1113,<25,<25,21.4,<25,33.3
All Students,075908,Round Top-Carmine ISD,075,Fayette County,13,Austin,516,495,449,1011,<25,<25,81.8,<25,27.8
All Students,076903,Roby CISD,076,Fisher County,14,Abilene,,,,,<25,<25,4.5,<25,
All Students,077901,Floydada ISD,077,Floyd County,17,Lubbock,,,,,<50,<25,2.1,<25,
All Students,077902,Lockney ISD,077,Floyd County,17,Lubbock,513,520,452,1033,<50,<25,17.1,<25,33.3
All Students,078901,Crowell ISD,078,Foard County,09,Wichita Falls,,,,,<25,<25,7.7,<25,
All Students,079901,Lamar CISD,079,Fort Bend County,04,Houston,492,489,467,980,1695,1023,60.4,251,24.5
All Students,079906,Needville ISD,079,Fort Bend County,04,Houston,504,489,473,993,173,64,37.0,15,23.4
All Students,079907,Fort Bend ISD,079,Fort Bend County,04,Houston,525,504,491,1028,5411,3990,73.7,1392,34.9
All Students,079910,Stafford MSD,079,Fort Bend County,04,Houston,464,444,426,907,<250,<150,58.1,<25,12.9
All Students,080901,Mount Vernon ISD,080,Franklin County,08,Mt Pleasant,517,547,495,1063,<100,<25,6.5,<25,16.7
All Students,081902,Fairfield ISD,081,Freestone County,12,Waco,560,527,498,1087,<125,<25,9.0,<25,30.0
All Students,081904,Teague ISD,081,Freestone County,12,Waco,471,468,454,940,<100,<25,10.7,<25,11.1
All Students,081905,Wortham ISD,081,Freestone County,12,Waco,505,485,450,990,<50,<25,6.5,<25,
All Students,082902,Dilley ISD,082,Frio County,20,San Antonio,434,440,432,877,<75,<25,23.8,<25,13.3
All Students,082903,Pearsall ISD,082,Frio County,20,San Antonio,400,444,413,838,<150,<25,13.1,<25,5.6
All Students,083901,Seagraves ISD,083,Gaines County,17,Lubbock,535,530,445,1065,<50,<25,5.0,<25,
All Students,083903,Seminole ISD,083,Gaines County,17,Lubbock,497,473,455,966,163,48,29.4,7,14.6
All Students,084802,Odyssey Academy Inc,084,Galveston County,04,Houston,,,,,<25,<25,33.3,<25,
All Students,084805,Premier Learning Academy,084,Galveston County,04,Houston,404,398,379,802,<25,<25,,<25,5.3
All Students,084901,Dickinson ISD,084,Galveston County,04,Houston,463,451,427,913,597,275,46.1,33,12.0
All Students,084902,Galveston ISD,084,Galveston County,04,Houston,457,454,431,910,<450,<225,45.9,<50,12.1
All Students,084903,High Island ISD,084,Galveston County,05,Beaumont,448,428,420,876,<25,<25,55.6,<25,10.0
All Students,084904,La Marque ISD,084,Galveston County,04,Houston,373,381,356,754,<125,<75,50.9,<25,
All Students,084906,Texas City ISD,084,Galveston County,04,Houston,440,436,417,877,428,175,40.9,17,9.7
All Students,084908,Hitchcock ISD,084,Galveston County,04,Houston,386,398,380,784,<100,<50,39.2,<25,9.7
All Students,084909,Santa Fe ISD,084,Galveston County,04,Houston,474,478,446,950,312,143,45.8,20,14.0
All Students,084910,Clear Creek ISD,084,Galveston County,04,Houston,540,522,502,1063,2914,1837,63.0,735,40.0
All Students,084911,Friendswood ISD,084,Galveston County,04,Houston,555,542,526,1098,530,414,78.1,178,43.0
All Students,085903,Southland ISD,085,Garza County,17,Lubbock,375,490,400,830,<25,<25,14.3,<25,
All Students,086901,Fredericksburg ISD,086,Gillespie County,13,Austin,493,494,472,986,230,137,59.6,37,27.0
All Students,086902,Harper ISD,086,Gillespie County,13,Austin,511,502,467,1013,52,29,55.8,7,24.1
All Students,087901,Glasscock County ISD,087,Glasscock County,18,Midland,550,545,510,1095,<50,<25,7.4,<25,50.0
All Students,088902,Goliad ISD,088,Goliad County,03,Victoria,480,463,434,943,98,45,45.9,6,13.3
All Students,089901,Gonzales ISD,089,Gonzales County,13,Austin,486,470,448,953,134,44,32.8,7,15.9
All Students,089903,Nixon-Smiley CISD,089,Gonzales County,13,Austin,433,405,379,838,<50,<25,33.3,<25,
All Students,089905,Waelder ISD,089,Gonzales County,13,Austin,358,373,374,730,<25,<25,61.5,<25,
All Students,090904,Pampa ISD,090,Gray County,16,Amarillo,474,493,465,966,239,44,18.4,10,22.7
All Students,091901,Bells ISD,091,Grayson County,10,Richardson,509,474,461,984,<75,<25,31.4,<25,18.8
All Students,091902,Collinsville ISD,091,Grayson County,10,Richardson,,,,,<50,<25,3.0,<25,
All Students,091903,Denison ISD,091,Grayson County,10,Richardson,497,497,462,993,311,47,15.1,12,25.5
All Students,091905,Howe ISD,091,Grayson County,10,Richardson,482,477,456,959,76,33,43.4,5,15.2
All Students,091906,Sherman ISD,091,Grayson County,10,Richardson,530,525,494,1054,396,127,32.1,47,37.0
All Students,091907,Tioga ISD,091,Grayson County,10,Richardson,465,464,422,928,<25,<25,60.9,<25,14.3
All Students,091908,Van Alstyne ISD,091,Grayson County,10,Richardson,476,474,442,951,<100,<50,32.7,<25,6.3
All Students,091909,Whitesboro ISD,091,Grayson County,10,Richardson,588,541,526,1129,109,12,11.0,6,50.0
All Students,091910,Whitewright ISD,091,Grayson County,10,Richardson,527,492,477,1019,64,24,37.5,6,25.0
All Students,091913,Pottsboro ISD,091,Grayson County,10,Richardson,529,525,508,1055,89,47,52.8,18,38.3
All Students,091914,S And S CISD,091,Grayson County,10,Richardson,488,498,460,988,<75,<25,35.3,<25,16.7
All Students,091917,Gunter ISD,091,Grayson County,10,Richardson,516,500,489,1013,67,21,31.3,6,28.6
All Students,091918,Tom Bean ISD,091,Grayson County,10,Richardson,482,492,472,974,<50,<25,11.4,<25,20.0
All Students,092801,East Texas Charter Schools,092,Gregg County,07,Kilgore,530,565,535,1095,<75,<25,3.8,<25,50.0
All Students,092901,Gladewater ISD,092,Gregg County,07,Kilgore,456,443,445,901,<125,<50,27.3,<25,6.1
All Students,092902,Kilgore ISD,092,Gregg County,07,Kilgore,468,496,472,961,239,38,15.9,6,15.8
All Students,092903,Longview ISD,092,Gregg County,07,Kilgore,494,494,469,987,<550,<175,29.4,<50,30.1
All Students,092904,Pine Tree ISD,092,Gregg County,07,Kilgore,494,493,471,987,<325,<125,35.2,<50,25.7
All Students,092906,Sabine ISD,092,Gregg County,07,Kilgore,490,462,446,953,<125,<50,27.9,<25,3.4
All Students,092907,Spring Hill ISD,092,Gregg County,07,Kilgore,493,523,480,1017,108,29,26.9,6,20.7
All Students,092908,White Oak ISD,092,Gregg County,07,Kilgore,525,502,480,1027,114,37,32.5,11,29.7
All Students,093901,Anderson-Shiro CISD,093,Grimes County,06,Huntsville,469,471,453,937,<75,<50,58.3,<25,11.4
All Students,093903,Iola ISD,093,Grimes County,06,Huntsville,498,512,476,1010,<50,<25,38.2,<25,15.4
All Students,093904,Navasota ISD,093,Grimes County,06,Huntsville,455,439,417,893,170,85,50.0,11,12.9
All Students,093905,Richards ISD,093,Grimes County,06,Huntsville,487,423,403,910,<25,<25,50.0,<25,
All Students,094901,Seguin ISD,094,Guadalupe County,13,Austin,468,470,437,936,<450,<225,45.3,<50,16.3
All Students,094902,Schertz-Cibolo-U City ISD,094,Guadalupe County,20,San Antonio,500,496,465,994,1114,713,64.0,187,26.2
All Students,094903,Navarro ISD,094,Guadalupe County,13,Austin,494,502,460,995,129,84,65.1,19,22.6
All Students,094904,Marion ISD,094,Guadalupe County,13,Austin,479,471,445,949,107,63,58.9,12,19.0
All Students,095901,Abernathy ISD,095,Hale County,17,Lubbock,565,535,540,1100,<50,<25,4.1,<25,50.0
All Students,095902,Cotton Center ISD,095,Hale County,17,Lubbock,,,,,<25,<25,12.5,<25,
All Students,095903,Hale Center ISD,095,Hale County,17,Lubbock,,,,,<50,<25,2.3,<25,
All Students,095905,Plainview ISD,095,Hale County,17,Lubbock,482,490,489,972,321,16,5.0,8,50.0
All Students,096905,Turkey-Quitaque ISD,096,Hall County,16,Amarillo,,,,,<25,<25,6.7,<25,100
All Students,097902,Hamilton ISD,097,Hamilton County,12,Waco,486,499,469,986,<50,<25,33.3,<25,18.8
All Students,097903,Hico ISD,097,Hamilton County,12,Waco,510,517,483,1025,41,23,56.1,7,30.4
All Students,098901,Gruver ISD,098,Hansford County,16,Amarillo,535,485,470,1020,<50,<25,6.1,<25,
All Students,099902,Chillicothe ISD,099,Hardeman County,09,Wichita Falls,447,467,473,913,<25,<25,20.0,<25,33.3
All Students,099903,Quanah ISD,099,Hardeman County,09,Wichita Falls,,,,,<50,<25,2.7,<25,
All Students,100903,Kountze ISD,100,Hardin County,05,Beaumont,460,471,434,932,<100,<50,42.9,<25,12.1
All Students,100904,Silsbee ISD,100,Hardin County,05,Beaumont,454,463,433,918,187,97,51.9,11,11.3
All Students,100905,Hardin-Jefferson ISD,100,Hardin County,05,Beaumont,494,490,452,981,125,92,73.6,12,13.0
All Students,100907,Lumberton ISD,100,Hardin County,05,Beaumont,468,484,451,950,287,197,68.6,40,20.3
All Students,100908,West Hardin County CISD,100,Hardin County,05,Beaumont,437,441,452,881,<50,<25,51.4,<25,
All Students,101101,Faith Christian Academy,101,Harris County,04,Houston,,,,,<25,<25,,<25,
All Students,101804,George I Sanchez Charter,101,Harris County,04,Houston,390,363,363,752,<100,<50,32.6,<25,3.2
All Students,101805,Girls & Boys Preparatory Academy,101,Harris County,04,Houston,,,,,<25,<25,,<25,
All Students,101806,Raul Yzaguirre School For Success,101,Harris County,04,Houston,411,382,374,793,<75,<75,79.1,<25,
All Students,101809,Bay Area Charter Inc,101,Harris County,04,Houston,422,338,348,760,<25,<25,,<25,
All Students,101813,Kipp Inc Charter,101,Harris County,04,Houston,451,439,436,888,355,89,25.1,6,6.7
All Students,101821,Houston Heights High School,101,Harris County,04,Houston,427,409,399,834,<75,<25,12.2,<25,
All Students,101828,Houston Gateway Academy Inc,101,Harris County,04,Houston,446,392,386,837,<50,<50,100,<25,
All Students,101837,Calvin Nelms Charter Schools,101,Harris County,04,Houston,518,560,520,1080,<50,<25,16.7,<25,40.0
All Students,101838,Southwest School,101,Harris County,04,Houston,418,392,389,812,<100,<75,71.8,<25,3.6
All Students,101842,Comquest Academy,101,Harris County,04,Houston,,,,,<25,<25,5.9,<25,
All Students,101845,Yes Prep Public Schools Inc,101,Harris County,04,Houston,475,433,434,907,710,739,100,70,9.5
All Students,101846,Harmony Science Academy,101,Harris County,04,Houston,472,450,439,922,160,163,100,24,14.7
All Students,101858,Harmony School Of Excellence,101,Harris County,04,Houston,519,503,497,1022,141,175,100,56,32.0
All Students,101862,Harmony School Of Science - Housto,101,Harris County,04,Houston,548,518,514,1066,126,132,100,60,45.5
All Students,101865,Victory Prep,101,Harris County,04,Houston,374,379,363,752,<25,<75,,<25,2.0
All Students,101868,The Pro-Vision Academy,101,Harris County,04,Houston,366,385,341,751,<50,<25,34.1,<25,
All Students,101902,Aldine ISD,101,Harris County,04,Houston,396,370,367,766,3556,3347,94.1,126,3.8
All Students,101903,Alief ISD,101,Harris County,04,Houston,410,394,384,804,2639,2501,94.8,145,5.8
All Students,101905,Channelview ISD,101,Harris County,04,Houston,459,427,408,886,<575,<300,54.0,<25,7.4
All Students,101906,Crosby ISD,101,Harris County,04,Houston,469,459,436,926,399,169,42.4,20,11.8
All Students,101907,Cypress-Fairbanks ISD,101,Harris County,04,Houston,514,499,480,1012,7804,4240,54.3,1287,30.4
All Students,101908,Deer Park ISD,101,Harris County,04,Houston,499,476,458,975,991,491,49.5,98,20.0
All Students,101910,Galena Park ISD,101,Harris County,04,Houston,451,441,427,892,1554,451,29.0,44,9.8
All Students,101911,Goose Creek CISD,101,Harris County,04,Houston,438,425,406,863,1440,1021,70.9,87,8.5
All Students,101912,Houston ISD,101,Harris County,04,Houston,428,416,407,844,10225,9637,94.2,1227,12.7
All Students,101913,Humble ISD,101,Harris County,04,Houston,498,501,474,998,2780,1632,58.7,452,27.7
All Students,101914,Katy ISD,101,Harris County,04,Houston,546,529,510,1074,4810,3361,69.9,1412,42.0
All Students,101915,Klein ISD,101,Harris County,04,Houston,506,499,477,1005,3375,1910,56.6,582,30.5
All Students,101916,La Porte ISD,101,Harris County,04,Houston,481,473,453,954,510,230,45.1,39,17.0
All Students,101917,Pasadena ISD,101,Harris County,04,Houston,452,432,413,883,3396,1761,51.9,195,11.1
All Students,101919,Spring ISD,101,Harris County,04,Houston,389,387,370,775,2016,1926,95.5,101,5.2
All Students,101920,Spring Branch ISD,101,Harris County,04,Houston,485,458,450,943,2143,2125,99.2,596,28.0
All Students,101921,Tomball ISD,101,Harris County,04,Houston,534,523,496,1056,800,498,62.3,192,38.6
All Students,101924,Sheldon ISD,101,Harris County,04,Houston,431,411,393,841,445,243,54.6,19,7.8
All Students,101925,Huffman ISD,101,Harris County,04,Houston,492,493,464,983,230,120,52.2,25,20.8
All Students,102902,Marshall ISD,102,Harrison County,07,Kilgore,470,462,454,931,332,32,9.6,7,21.9
All Students,102903,Waskom ISD,102,Harrison County,07,Kilgore,465,465,463,930,<75,<25,12.1,<25,
All Students,102904,Hallsville ISD,102,Harrison County,07,Kilgore,511,495,467,1004,326,135,41.4,37,27.4
All Students,102905,Harleton ISD,102,Harrison County,07,Kilgore,,,,,<75,<25,1.9,<25,100
All Students,102906,Elysian Fields ISD,102,Harrison County,07,Kilgore,463,423,480,913,<100,<25,4.0,<25,
All Students,103901,Channing ISD,103,Hartley County,16,Amarillo,,,,,<25,<25,11.1,<25,
All Students,104901,Haskell CISD,104,Haskell County,14,Abilene,,,,,<50,<25,3.6,<25,
All Students,105801,Katherine Anne Porter School,105,Hays County,13,Austin,495,553,518,1047,<50,<25,47.7,<25,42.9
All Students,105902,San Marcos CISD,105,Hays County,13,Austin,476,463,439,937,470,231,49.1,40,17.3
All Students,105904,Dripping Springs ISD,105,Hays County,13,Austin,567,565,537,1132,370,234,63.2,129,55.1
All Students,105905,Wimberley ISD,105,Hays County,13,Austin,538,544,521,1082,141,75,53.2,31,41.3
All Students,105906,Hays CISD,105,Hays County,13,Austin,493,483,452,976,1096,541,49.4,127,23.5
All Students,106901,Canadian ISD,106,Hemphill County,16,Amarillo,,,,,<50,<25,2.2,<25,
All Students,107901,Athens ISD,107,Henderson County,07,Kilgore,528,513,488,1042,217,26,12.0,9,34.6
All Students,107902,Brownsboro ISD,107,Henderson County,07,Kilgore,460,462,429,922,185,107,57.8,15,14.0
All Students,107904,Cross Roads ISD,107,Henderson County,07,Kilgore,440,425,422,862,<75,<50,50.0,<25,3.8
All Students,107905,Eustace ISD,107,Henderson County,07,Kilgore,456,447,432,903,<100,<75,57.3,<25,7.3
All Students,107906,Malakoff ISD,107,Henderson County,07,Kilgore,431,416,407,847,<100,<50,50.6,<25,7.3
All Students,107907,Trinidad ISD,107,Henderson County,07,Kilgore,,,,,<25,<25,8.3,<25,
All Students,107910,Lapoynor ISD,107,Henderson County,07,Kilgore,454,439,420,892,<25,<25,50.0,<25,9.1
All Students,108804,Midvalley Academy Charter District,108,Hidalgo County,01,Edinburg,575,615,575,1180,<150,<25,1.4,<25,50.0
All Students,108807,Idea Public Schools,108,Hidalgo County,01,Edinburg,483,449,446,932,507,123,24.3,22,17.9
All Students,108808,Vanguard Academy,108,Hidalgo County,01,Edinburg,461,438,433,899,<50,<50,85.7,<25,4.8
All Students,108902,Donna ISD,108,Hidalgo County,01,Edinburg,470,445,421,908,<850,<25,1.8,<25,13.3
All Students,108903,Edcouch-Elsa ISD,108,Hidalgo County,01,Edinburg,421,415,404,835,344,117,34.0,6,5.1
All Students,108904,Edinburg CISD,108,Hidalgo County,01,Edinburg,484,466,461,949,2208,335,15.2,72,21.5
All Students,108905,Hidalgo ISD,108,Hidalgo County,01,Edinburg,412,387,390,798,<225,<175,71.5,<25,2.0
All Students,108906,McAllen ISD,108,Hidalgo County,01,Edinburg,472,469,446,940,1646,929,56.4,168,18.1
All Students,108907,Mercedes ISD,108,Hidalgo County,01,Edinburg,450,506,478,956,<350,<25,1.5,<25,
All Students,108908,Mission CISD,108,Hidalgo County,01,Edinburg,425,415,406,840,913,505,55.3,26,5.1
All Students,108909,Pharr-San Juan-Alamo ISD,108,Hidalgo County,01,Edinburg,403,402,385,805,2013,430,21.4,17,4.0
All Students,108910,Progreso ISD,108,Hidalgo County,01,Edinburg,500,490,493,990,<150,<25,2.3,<25,
All Students,108911,Sharyland ISD,108,Hidalgo County,01,Edinburg,486,467,449,952,818,449,54.9,74,16.5
All Students,108912,La Joya ISD,108,Hidalgo County,01,Edinburg,437,428,414,862,1703,184,10.8,12,6.5
All Students,108913,Weslaco ISD,108,Hidalgo County,01,Edinburg,500,479,479,980,1165,36,3.1,10,27.8
All Students,108914,La Villa ISD,108,Hidalgo County,01,Edinburg,543,547,517,1090,<50,<25,7.5,<25,33.3
All Students,108915,Monte Alto ISD,108,Hidalgo County,01,Edinburg,377,395,378,773,<75,<50,55.6,<25,10.0
All Students,108916,Valley View ISD,108,Hidalgo County,01,Edinburg,490,495,590,1000,<325,<25,0.6,<25,50.0
All Students,109901,Abbott ISD,109,Hill County,12,Waco,565,489,486,1054,<25,<25,40.0,<25,25.0
All Students,109902,Bynum ISD,109,Hill County,12,Waco,540,526,518,1066,<25,<25,27.8,<25,40.0
All Students,109904,Hillsboro ISD,109,Hill County,12,Waco,465,439,432,905,<125,<50,27.7,<25,6.5
All Students,109905,Hubbard ISD,109,Hill County,12,Waco,467,448,418,915,<50,<25,21.4,<25,
All Students,109907,Itasca ISD,109,Hill County,12,Waco,448,466,424,914,<50,<25,36.7,<25,5.6
All Students,109910,Mount Calm ISD,109,Hill County,12,Waco,,,,,<25,<25,7.1,<25,100
All Students,109911,Whitney ISD,109,Hill County,12,Waco,495,475,443,965,101,27,26.7,7,25.9
All Students,109912,Aquilla ISD,109,Hill County,12,Waco,468,472,448,939,<25,<25,54.5,<25,
All Students,109913,Blum ISD,109,Hill County,12,Waco,463,486,450,941,<50,<25,30.8,<25,12.5
All Students,109914,Penelope ISD,109,Hill County,12,Waco,413,448,415,860,<25,<25,66.7,<25,
All Students,110902,Levelland ISD,110,Hockley County,17,Lubbock,441,449,431,890,<175,<25,10.5,<25,6.3
All Students,110905,Ropes ISD,110,Hockley County,17,Lubbock,448,525,490,973,<25,<25,16.7,<25,
All Students,110906,Smyer ISD,110,Hockley County,17,Lubbock,473,433,430,903,<25,<25,16.7,<25,
All Students,110907,Sundown ISD,110,Hockley County,17,Lubbock,518,499,468,1006,<50,<25,50.0,<25,23.5
All Students,110908,Whitharral ISD,110,Hockley County,17,Lubbock,492,462,450,958,<25,<25,41.7,<25,20.0
All Students,111901,Granbury ISD,111,Hood County,11,Fort Worth,514,510,473,1024,<500,<225,44.2,<75,30.5
All Students,111902,Lipan ISD,111,Hood County,11,Fort Worth,472,480,434,952,<25,<25,21.7,<25,
All Students,111903,Tolar ISD,111,Hood County,11,Fort Worth,469,470,462,937,<75,<25,37.9,<25,4.5
All Students,112901,Sulphur Springs ISD,112,Hopkins County,08,Mt Pleasant,498,537,485,1036,232,20,8.6,9,45.0
