DistName,RegnName,Wealth/ADA,Year
KELLER ISD,Fort Worth,"$399,061 ",2017
KEMP ISD,Richardson,"$224,317 ",2011
KEMP ISD,Richardson,"$238,746 ",2012
KEMP ISD,Richardson,"$245,158 ",2013
KEMP ISD,Richardson,"$239,293 ",2014
KEMP ISD,Richardson,"$237,463 ",2015
KEMP ISD,Richardson,"$213,577 ",2016
KEMP ISD,Richardson,"$218,019 ",2017
KENNEDALE ISD,Fort Worth,"$331,825 ",2011
KENNEDALE ISD,Fort Worth,"$316,270 ",2012
KENNEDALE ISD,Fort Worth,"$325,209 ",2013
KENNEDALE ISD,Fort Worth,"$325,660 ",2014
KENNEDALE ISD,Fort Worth,"$335,135 ",2015
KENNEDALE ISD,Fort Worth,"$340,139 ",2016
KENNEDALE ISD,Fort Worth,"$358,190 ",2017
KERRVILLE ISD,San Antonio,"$476,934 ",2011
KERRVILLE ISD,San Antonio,"$489,113 ",2012
KERRVILLE ISD,San Antonio,"$494,725 ",2013
KERRVILLE ISD,San Antonio,"$486,896 ",2014
KERRVILLE ISD,San Antonio,"$484,758 ",2015
KERRVILLE ISD,San Antonio,"$488,915 ",2016
KERRVILLE ISD,San Antonio,"$513,176 ",2017
KLEIN ISD,Houston,"$301,357 ",2011
KLEIN ISD,Houston,"$285,220 ",2012
KLEIN ISD,Houston,"$282,795 ",2013
KLEIN ISD,Houston,"$282,036 ",2014
KLEIN ISD,Houston,"$293,054 ",2015
KLEIN ISD,Houston,"$314,422 ",2016
KLEIN ISD,Houston,"$353,021 ",2017
KNIPPA ISD,San Antonio,"$201,092 ",2011
KNIPPA ISD,San Antonio,"$164,858 ",2013
KNIPPA ISD,San Antonio,"$143,410 ",2014
KNIPPA ISD,San Antonio,"$141,409 ",2015
KNIPPA ISD,San Antonio,"$149,347 ",2016
KNIPPA ISD,San Antonio,"$232,449 ",2017
KRUM ISD,Fort Worth,"$446,225 ",2011
KRUM ISD,Fort Worth,"$436,561 ",2012
KRUM ISD,Fort Worth,"$388,088 ",2013
KRUM ISD,Fort Worth,"$344,256 ",2014
KRUM ISD,Fort Worth,"$346,468 ",2015
KRUM ISD,Fort Worth,"$377,308 ",2016
KRUM ISD,Fort Worth,"$369,433 ",2017
LA GRANGE ISD,Austin,"$523,995 ",2011
LA GRANGE ISD,Austin,"$524,082 ",2012
LA GRANGE ISD,Austin,"$508,932 ",2013
LA GRANGE ISD,Austin,"$557,146 ",2014
LA GRANGE ISD,Austin,"$574,724 ",2015
LA GRANGE ISD,Austin,"$530,845 ",2016
LA GRANGE ISD,Austin,"$549,956 ",2017
LA MARQUE ISD,Houston,"$519,572 ",2011
LA MARQUE ISD,Houston,"$548,788 ",2012
LA MARQUE ISD,Houston,"$574,162 ",2013
LA MARQUE ISD,Houston,"$632,067 ",2014
LA MARQUE ISD,Houston,"$708,441 ",2015
LA MARQUE ISD,Houston,"$732,031 ",2016
LA PORTE ISD,Houston,"$849,915 ",2011
LA PORTE ISD,Houston,"$823,231 ",2012
LA PORTE ISD,Houston,"$845,785 ",2013
LA PORTE ISD,Houston,"$898,184 ",2014
LA PORTE ISD,Houston,"$942,798 ",2015
LA PORTE ISD,Houston,"$982,447 ",2016
LA PORTE ISD,Houston,"$1,158,898 ",2017
LA PRYOR ISD,San Antonio,"$108,766 ",2013
LA PRYOR ISD,San Antonio,"$123,104 ",2014
LA PRYOR ISD,San Antonio,"$142,376 ",2015
LA PRYOR ISD,San Antonio,"$167,460 ",2016
LA VERNIA ISD,San Antonio,"$230,871 ",2011
LA VERNIA ISD,San Antonio,"$243,224 ",2012
LA VERNIA ISD,San Antonio,"$260,077 ",2013
LA VERNIA ISD,San Antonio,"$268,247 ",2014
LA VERNIA ISD,San Antonio,"$269,039 ",2015
LA VERNIA ISD,San Antonio,"$269,154 ",2016
LA VERNIA ISD,San Antonio,"$301,389 ",2017
LACKLAND ISD,San Antonio,,2011
LACKLAND ISD,San Antonio,,2012
LACKLAND ISD,San Antonio,,2013
LACKLAND ISD,San Antonio,,2014
LACKLAND ISD,San Antonio,,2015
LACKLAND ISD,San Antonio,,2016
LACKLAND ISD,San Antonio,,2017
LAGO VISTA ISD,Austin,"$1,217,369 ",2011
LAGO VISTA ISD,Austin,"$1,122,652 ",2012
LAGO VISTA ISD,Austin,"$1,091,340 ",2013
LAGO VISTA ISD,Austin,"$1,020,808 ",2014
LAGO VISTA ISD,Austin,"$992,965 ",2015
LAGO VISTA ISD,Austin,"$949,342 ",2016
LAGO VISTA ISD,Austin,"$1,002,393 ",2017
LAKE DALLAS ISD,Fort Worth,"$324,484 ",2011
LAKE DALLAS ISD,Fort Worth,"$313,195 ",2012
LAKE DALLAS ISD,Fort Worth,"$320,677 ",2013
LAKE DALLAS ISD,Fort Worth,"$327,185 ",2014
LAKE DALLAS ISD,Fort Worth,"$331,317 ",2015
LAKE DALLAS ISD,Fort Worth,"$347,364 ",2016
LAKE DALLAS ISD,Fort Worth,"$378,632 ",2017
LAKE TRAVIS ISD,Austin,"$1,066,698 ",2011
LAKE TRAVIS ISD,Austin,"$965,921 ",2012
LAKE TRAVIS ISD,Austin,"$939,378 ",2013
LAKE TRAVIS ISD,Austin,"$915,434 ",2014
LAKE TRAVIS ISD,Austin,"$919,348 ",2015
LAKE TRAVIS ISD,Austin,"$959,682 ",2016
LAKE TRAVIS ISD,Austin,"$1,035,076 ",2017
LAKE WORTH ISD,Fort Worth,"$249,057 ",2011
LAKE WORTH ISD,Fort Worth,"$236,361 ",2012
LAKE WORTH ISD,Fort Worth,"$234,188 ",2013
LAKE WORTH ISD,Fort Worth,"$235,722 ",2014
LAKE WORTH ISD,Fort Worth,"$234,146 ",2015
LAKE WORTH ISD,Fort Worth,"$240,016 ",2016
LAKE WORTH ISD,Fort Worth,"$231,938 ",2017
LANCASTER ISD,Richardson,"$262,718 ",2011
LANCASTER ISD,Richardson,"$261,013 ",2012
LANCASTER ISD,Richardson,"$252,102 ",2013
LANCASTER ISD,Richardson,"$232,472 ",2014
LANCASTER ISD,Richardson,"$211,138 ",2015
LANCASTER ISD,Richardson,"$233,074 ",2016
LANCASTER ISD,Richardson,"$245,946 ",2017
LEAKEY ISD,San Antonio,"$1,092,997 ",2014
LEAKEY ISD,San Antonio,"$1,187,792 ",2015
LEAKEY ISD,San Antonio,"$1,108,667 ",2016
LEAKEY ISD,San Antonio,"$1,042,814 ",2017
LEANDER ISD,Austin,"$429,373 ",2011
LEANDER ISD,Austin,"$401,483 ",2012
LEANDER ISD,Austin,"$397,625 ",2013
LEANDER ISD,Austin,"$400,260 ",2014
LEANDER ISD,Austin,"$418,946 ",2015
LEANDER ISD,Austin,"$450,380 ",2016
LEANDER ISD,Austin,"$498,877 ",2017
LEONARD ISD,Richardson,"$156,115 ",2011
LEONARD ISD,Richardson,"$160,952 ",2012
LEONARD ISD,Richardson,"$161,886 ",2013
LEONARD ISD,Richardson,"$166,456 ",2014
LEONARD ISD,Richardson,"$170,760 ",2015
LEONARD ISD,Richardson,"$165,319 ",2016
LEONARD ISD,Richardson,"$170,459 ",2017
LEWISVILLE ISD,Fort Worth,"$471,674 ",2011
LEWISVILLE ISD,Fort Worth,"$457,115 ",2012
LEWISVILLE ISD,Fort Worth,"$465,378 ",2013
LEWISVILLE ISD,Fort Worth,"$471,430 ",2014
LEWISVILLE ISD,Fort Worth,"$491,262 ",2015
LEWISVILLE ISD,Fort Worth,"$524,879 ",2016
LEWISVILLE ISD,Fort Worth,"$582,780 ",2017
LEXINGTON ISD,Austin,"$366,797 ",2011
LEXINGTON ISD,Austin,"$361,162 ",2012
LEXINGTON ISD,Austin,"$366,612 ",2013
LEXINGTON ISD,Austin,"$354,646 ",2014
LEXINGTON ISD,Austin,"$360,753 ",2015
LEXINGTON ISD,Austin,"$399,753 ",2016
LEXINGTON ISD,Austin,"$406,594 ",2017
LIBERTY HILL ISD,Austin,"$397,559 ",2011
LIBERTY HILL ISD,Austin,"$387,378 ",2012
LIBERTY HILL ISD,Austin,"$378,196 ",2013
LIBERTY HILL ISD,Austin,"$362,894 ",2014
LIBERTY HILL ISD,Austin,"$350,784 ",2015
LIBERTY HILL ISD,Austin,"$359,270 ",2016
LIBERTY HILL ISD,Austin,"$405,633 ",2017
LIBERTY ISD,Houston,"$378,162 ",2011
LIBERTY ISD,Houston,"$359,996 ",2012
LIBERTY ISD,Houston,"$399,159 ",2013
LIBERTY ISD,Houston,"$434,674 ",2014
LIBERTY ISD,Houston,"$444,304 ",2015
LIBERTY ISD,Houston,"$409,522 ",2016
LIBERTY ISD,Houston,"$451,495 ",2017
LINDSAY ISD,Fort Worth,"$373,435 ",2011
LINDSAY ISD,Fort Worth,"$435,634 ",2012
LINDSAY ISD,Fort Worth,"$498,074 ",2013
LINDSAY ISD,Fort Worth,"$689,527 ",2014
LINDSAY ISD,Fort Worth,"$858,919 ",2015
LINDSAY ISD,Fort Worth,"$882,611 ",2016
LINDSAY ISD,Fort Worth,"$802,009 ",2017
LINGLEVILLE ISD,Fort Worth,"$466,044 ",2012
LINGLEVILLE ISD,Fort Worth,"$442,217 ",2013
LINGLEVILLE ISD,Fort Worth,"$444,966 ",2014
LINGLEVILLE ISD,Fort Worth,"$422,009 ",2015
LINGLEVILLE ISD,Fort Worth,"$309,563 ",2016
LINGLEVILLE ISD,Fort Worth,"$308,948 ",2017
LIPAN ISD,Fort Worth,"$674,569 ",2012
LIPAN ISD,Fort Worth,"$585,757 ",2014
LIPAN ISD,Fort Worth,"$557,742 ",2015
LIPAN ISD,Fort Worth,"$511,353 ",2016
LIPAN ISD,Fort Worth,"$502,833 ",2017
LITTLE ELM ISD,Fort Worth,"$284,871 ",2011
LITTLE ELM ISD,Fort Worth,"$273,718 ",2012
LITTLE ELM ISD,Fort Worth,"$296,573 ",2013
LITTLE ELM ISD,Fort Worth,"$292,988 ",2014
LITTLE ELM ISD,Fort Worth,"$310,952 ",2015
LITTLE ELM ISD,Fort Worth,"$338,944 ",2016
LITTLE ELM ISD,Fort Worth,"$384,251 ",2017
LLANO ISD,Austin,"$1,649,397 ",2011
LLANO ISD,Austin,"$1,694,601 ",2012
LLANO ISD,Austin,"$1,715,467 ",2013
LLANO ISD,Austin,"$1,744,509 ",2014
LLANO ISD,Austin,"$1,802,637 ",2015
LLANO ISD,Austin,"$1,807,963 ",2016
LLANO ISD,Austin,"$1,843,545 ",2017
LOCKHART ISD,Austin,"$194,200 ",2011
LOCKHART ISD,Austin,"$200,928 ",2012
LOCKHART ISD,Austin,"$213,087 ",2013
LOCKHART ISD,Austin,"$207,941 ",2014
LOCKHART ISD,Austin,"$209,001 ",2015
LOCKHART ISD,Austin,"$203,227 ",2016
LOCKHART ISD,Austin,"$199,486 ",2017
LONE OAK ISD,Richardson,"$287,248 ",2011
LONE OAK ISD,Richardson,"$243,450 ",2012
LONE OAK ISD,Richardson,"$229,135 ",2013
LONE OAK ISD,Richardson,"$224,374 ",2014
LONE OAK ISD,Richardson,"$213,244 ",2015
LONE OAK ISD,Richardson,"$208,066 ",2016
LONE OAK ISD,Richardson,"$208,165 ",2017
LOVEJOY ISD,Richardson,"$447,132 ",2011
LOVEJOY ISD,Richardson,"$434,606 ",2012
LOVEJOY ISD,Richardson,"$434,201 ",2013
LOVEJOY ISD,Richardson,"$435,809 ",2014
LOVEJOY ISD,Richardson,"$453,799 ",2015
LOVEJOY ISD,Richardson,"$472,414 ",2016
LOVEJOY ISD,Richardson,"$499,969 ",2017
LULING ISD,Austin,"$247,266 ",2011
LULING ISD,Austin,"$255,494 ",2012
LULING ISD,Austin,"$269,368 ",2013
LULING ISD,Austin,"$320,161 ",2014
LULING ISD,Austin,"$371,501 ",2015
LULING ISD,Austin,"$371,887 ",2016
LULING ISD,Austin,"$321,207 ",2017
LYTLE ISD,San Antonio,"$132,264 ",2011
LYTLE ISD,San Antonio,"$134,052 ",2012
LYTLE ISD,San Antonio,"$135,883 ",2013
LYTLE ISD,San Antonio,"$143,012 ",2014
LYTLE ISD,San Antonio,"$163,913 ",2015
LYTLE ISD,San Antonio,"$156,121 ",2016
LYTLE ISD,San Antonio,"$174,993 ",2017
MABANK ISD,Richardson,"$333,112 ",2011
MABANK ISD,Richardson,"$323,884 ",2012
MABANK ISD,Richardson,"$330,707 ",2013
MABANK ISD,Richardson,"$328,954 ",2014
MABANK ISD,Richardson,"$332,924 ",2015
MABANK ISD,Richardson,"$327,840 ",2016
MABANK ISD,Richardson,"$328,253 ",2017
MANOR ISD,Austin,"$441,022 ",2011
MANOR ISD,Austin,"$374,184 ",2012
MANOR ISD,Austin,"$327,997 ",2013
MANOR ISD,Austin,"$301,301 ",2014
MANOR ISD,Austin,"$309,969 ",2015
MANOR ISD,Austin,"$464,422 ",2016
MANOR ISD,Austin,"$394,857 ",2017
MANSFIELD ISD,Fort Worth,"$304,326 ",2011
MANSFIELD ISD,Fort Worth,"$293,078 ",2012
MANSFIELD ISD,Fort Worth,"$298,968 ",2013
MANSFIELD ISD,Fort Worth,"$298,201 ",2014
MANSFIELD ISD,Fort Worth,"$299,533 ",2015
MANSFIELD ISD,Fort Worth,"$304,304 ",2016
MANSFIELD ISD,Fort Worth,"$322,050 ",2017
MARBLE FALLS ISD,Austin,"$751,177 ",2011
MARBLE FALLS ISD,Austin,"$754,097 ",2012
MARBLE FALLS ISD,Austin,"$760,294 ",2013
MARBLE FALLS ISD,Austin,"$771,953 ",2014
MARBLE FALLS ISD,Austin,"$777,127 ",2015
MARBLE FALLS ISD,Austin,"$758,024 ",2016
MARBLE FALLS ISD,Austin,"$799,350 ",2017
MARION ISD,Austin,"$359,570 ",2011
MARION ISD,Austin,"$357,477 ",2012
MARION ISD,Austin,"$430,933 ",2013
MARION ISD,Austin,"$443,849 ",2014
MARION ISD,Austin,"$438,840 ",2015
MARION ISD,Austin,"$454,022 ",2016
MARION ISD,San Antonio,"$486,763 ",2017
MAYPEARL ISD,Richardson,"$243,986 ",2011
MAYPEARL ISD,Richardson,"$262,220 ",2012
MAYPEARL ISD,Richardson,"$275,753 ",2013
MAYPEARL ISD,Richardson,"$270,930 ",2014
MAYPEARL ISD,Richardson,"$267,682 ",2015
MAYPEARL ISD,Richardson,"$252,963 ",2016
MAYPEARL ISD,Richardson,"$254,709 ",2017
MCKINNEY ISD,Richardson,"$383,840 ",2011
MCKINNEY ISD,Richardson,"$379,570 ",2012
MCKINNEY ISD,Richardson,"$386,689 ",2013
MCKINNEY ISD,Richardson,"$387,547 ",2014
MCKINNEY ISD,Richardson,"$406,248 ",2015
MCKINNEY ISD,Richardson,"$434,453 ",2016
MCKINNEY ISD,Richardson,"$477,580 ",2017
MEDINA ISD,San Antonio,"$636,013 ",2011
MEDINA ISD,San Antonio,"$699,387 ",2012
MEDINA ISD,San Antonio,"$811,533 ",2013
MEDINA ISD,San Antonio,"$846,847 ",2014
MEDINA ISD,San Antonio,"$870,903 ",2015
MEDINA ISD,San Antonio,"$836,521 ",2016
MEDINA ISD,San Antonio,"$862,308 ",2017
MEDINA VALLEY ISD,San Antonio,"$285,166 ",2011
MEDINA VALLEY ISD,San Antonio,"$284,941 ",2012
MEDINA VALLEY ISD,San Antonio,"$288,576 ",2013
MEDINA VALLEY ISD,San Antonio,"$281,905 ",2014
MEDINA VALLEY ISD,San Antonio,"$289,772 ",2015
MEDINA VALLEY ISD,San Antonio,"$286,584 ",2016
MEDINA VALLEY ISD,San Antonio,"$314,173 ",2017
MELISSA ISD,Richardson,"$308,722 ",2011
MELISSA ISD,Richardson,"$274,117 ",2012
MELISSA ISD,Richardson,"$264,195 ",2013
MELISSA ISD,Richardson,"$241,211 ",2014
MELISSA ISD,Richardson,"$239,486 ",2015
MELISSA ISD,Richardson,"$243,444 ",2016
MELISSA ISD,Richardson,"$265,156 ",2017
MESQUITE ISD,Richardson,"$173,861 ",2011
MESQUITE ISD,Richardson,"$164,305 ",2012
MESQUITE ISD,Richardson,"$159,323 ",2013
MESQUITE ISD,Richardson,"$152,759 ",2014
MESQUITE ISD,Richardson,"$152,165 ",2015
MESQUITE ISD,Richardson,"$150,316 ",2016
MESQUITE ISD,Richardson,"$158,391 ",2017
MIDLOTHIAN ISD,Richardson,"$377,098 ",2011
MIDLOTHIAN ISD,Richardson,"$373,084 ",2012
MIDLOTHIAN ISD,Richardson,"$364,426 ",2013
MIDLOTHIAN ISD,Richardson,"$353,849 ",2014
MIDLOTHIAN ISD,Richardson,"$361,219 ",2015
MIDLOTHIAN ISD,Richardson,"$365,655 ",2016
MIDLOTHIAN ISD,Richardson,"$391,337 ",2017
MILFORD ISD,Richardson,"$315,625 ",2017
MILLSAP ISD,Fort Worth,"$398,017 ",2011
MILLSAP ISD,Fort Worth,"$415,802 ",2012
MILLSAP ISD,Fort Worth,"$368,955 ",2013
MILLSAP ISD,Fort Worth,"$358,326 ",2014
MILLSAP ISD,Fort Worth,"$341,958 ",2015
MILLSAP ISD,Fort Worth,"$321,074 ",2016
MILLSAP ISD,Fort Worth,"$326,457 ",2017
MINERAL WELLS ISD,Fort Worth,"$234,897 ",2011
MINERAL WELLS ISD,Fort Worth,"$227,247 ",2012
MINERAL WELLS ISD,Fort Worth,"$233,945 ",2013
MINERAL WELLS ISD,Fort Worth,"$243,419 ",2014
MINERAL WELLS ISD,Fort Worth,"$248,599 ",2015
MINERAL WELLS ISD,Fort Worth,"$249,039 ",2016
MINERAL WELLS ISD,Fort Worth,"$250,779 ",2017
MUENSTER ISD,Fort Worth,"$1,044,711 ",2011
MUENSTER ISD,Fort Worth,"$704,479 ",2012
MUENSTER ISD,Fort Worth,"$833,400 ",2014
MUENSTER ISD,Fort Worth,"$776,325 ",2015
MUENSTER ISD,Fort Worth,"$737,436 ",2016
MUENSTER ISD,Fort Worth,"$660,053 ",2017
NATALIA ISD,San Antonio,"$141,070 ",2011
NATALIA ISD,San Antonio,"$139,641 ",2012
NATALIA ISD,San Antonio,"$145,157 ",2013
NATALIA ISD,San Antonio,"$155,719 ",2014
NATALIA ISD,San Antonio,"$158,573 ",2015
NATALIA ISD,San Antonio,"$169,830 ",2016
NATALIA ISD,San Antonio,"$180,777 ",2017
NAVARRO ISD,Austin,"$352,092 ",2011
NAVARRO ISD,Austin,"$338,292 ",2012
NAVARRO ISD,Austin,"$342,909 ",2013
NAVARRO ISD,Austin,"$354,294 ",2014
NAVARRO ISD,Austin,"$347,649 ",2015
NAVARRO ISD,Austin,"$358,609 ",2016
NAVARRO ISD,Austin,"$407,980 ",2017
NEEDVILLE ISD,Houston,"$237,466 ",2011
NEEDVILLE ISD,Houston,"$231,156 ",2012
NEEDVILLE ISD,Houston,"$216,570 ",2013
NEEDVILLE ISD,Houston,"$215,397 ",2014
NEEDVILLE ISD,Houston,"$225,740 ",2015
NEEDVILLE ISD,Houston,"$226,253 ",2016
NEEDVILLE ISD,Houston,"$243,108 ",2017
NEW BRAUNFELS ISD,Austin,"$390,190 ",2011
NEW BRAUNFELS ISD,Austin,"$385,312 ",2012
NEW BRAUNFELS ISD,Austin,"$389,897 ",2013
NEW BRAUNFELS ISD,Austin,"$394,429 ",2014
NEW BRAUNFELS ISD,Austin,"$411,556 ",2015
NEW BRAUNFELS ISD,Austin,"$435,311 ",2016
NEW BRAUNFELS ISD,Austin,"$481,152 ",2017
NORTH EAST ISD,San Antonio,"$435,807 ",2011
NORTH EAST ISD,San Antonio,"$424,008 ",2012
NORTH EAST ISD,San Antonio,"$422,025 ",2013
NORTH EAST ISD,San Antonio,"$425,971 ",2014
NORTH EAST ISD,San Antonio,"$445,203 ",2015
NORTH EAST ISD,San Antonio,"$473,823 ",2016
NORTH EAST ISD,San Antonio,"$525,985 ",2017
NORTH FOREST ISD,Houston,"$242,720 ",2011
NORTH FOREST ISD,Houston,"$243,991 ",2012
NORTH FOREST ISD,Houston,"$255,430 ",2013
NORTHSIDE ISD,San Antonio,"$355,682 ",2011
NORTHSIDE ISD,San Antonio,"$347,261 ",2012
NORTHSIDE ISD,San Antonio,"$346,026 ",2013
NORTHSIDE ISD,San Antonio,"$349,563 ",2014
NORTHSIDE ISD,San Antonio,"$363,517 ",2015
NORTHSIDE ISD,San Antonio,"$385,379 ",2016
NORTHSIDE ISD,San Antonio,"$432,999 ",2017
NORTHWEST ISD,Fort Worth,"$728,886 ",2011
NORTHWEST ISD,Fort Worth,"$649,557 ",2012
NORTHWEST ISD,Fort Worth,"$622,609 ",2013
NORTHWEST ISD,Fort Worth,"$578,270 ",2014
NORTHWEST ISD,Fort Worth,"$544,034 ",2015
NORTHWEST ISD,Fort Worth,"$565,840 ",2016
NORTHWEST ISD,Fort Worth,"$575,909 ",2017
PALMER ISD,Richardson,"$209,413 ",2011
PALMER ISD,Richardson,"$209,703 ",2012
PALMER ISD,Richardson,"$205,127 ",2013
PALMER ISD,Richardson,"$193,300 ",2014
PALMER ISD,Richardson,"$197,188 ",2015
PALMER ISD,Richardson,"$187,589 ",2016
PALMER ISD,Richardson,"$193,942 ",2017
PARADISE ISD,Fort Worth,"$308,951 ",2011
PARADISE ISD,Fort Worth,"$357,615 ",2012
PARADISE ISD,Fort Worth,"$352,602 ",2013
PARADISE ISD,Fort Worth,"$354,676 ",2014
PARADISE ISD,Fort Worth,"$356,337 ",2015
PARADISE ISD,Fort Worth,"$348,109 ",2016
PARADISE ISD,Fort Worth,"$367,215 ",2017
PASADENA ISD,Houston,"$211,175 ",2011
PASADENA ISD,Houston,"$197,326 ",2012
PASADENA ISD,Houston,"$193,179 ",2013
PASADENA ISD,Houston,"$194,446 ",2014
PASADENA ISD,Houston,"$203,115 ",2015
PASADENA ISD,Houston,"$209,501 ",2016
PASADENA ISD,Houston,"$228,115 ",2017
PEARLAND ISD,Houston,"$313,079 ",2011
PEARLAND ISD,Houston,"$301,850 ",2012
PEARLAND ISD,Houston,"$296,335 ",2013
PEARLAND ISD,Houston,"$292,463 ",2014
PEARLAND ISD,Houston,"$291,053 ",2015
PEARLAND ISD,Houston,"$287,382 ",2016
PEARLAND ISD,Houston,"$307,573 ",2017
PEARSALL ISD,San Antonio,"$173,013 ",2011
PEARSALL ISD,San Antonio,"$216,750 ",2012
PEARSALL ISD,San Antonio,"$236,480 ",2013
PEARSALL ISD,San Antonio,"$346,845 ",2014
PEARSALL ISD,San Antonio,"$565,931 ",2015
PEARSALL ISD,San Antonio,"$695,198 ",2016
PEARSALL ISD,San Antonio,"$686,538 ",2017
PEASTER ISD,Fort Worth,"$258,216 ",2011
PEASTER ISD,Fort Worth,"$271,502 ",2012
PEASTER ISD,Fort Worth,"$263,973 ",2013
PEASTER ISD,Fort Worth,"$268,730 ",2014
PEASTER ISD,Fort Worth,"$253,093 ",2015
PEASTER ISD,Fort Worth,"$260,033 ",2016
PEASTER ISD,Fort Worth,"$263,868 ",2017
PFLUGERVILLE ISD,Austin,"$346,234 ",2011
PFLUGERVILLE ISD,Austin,"$327,131 ",2012
PFLUGERVILLE ISD,Austin,"$322,940 ",2013
PFLUGERVILLE ISD,Austin,"$325,796 ",2014
PFLUGERVILLE ISD,Austin,"$339,927 ",2015
PFLUGERVILLE ISD,Austin,"$370,464 ",2016
PFLUGERVILLE ISD,Austin,"$416,776 ",2017
PILOT POINT ISD,Fort Worth,"$356,667 ",2011
PILOT POINT ISD,Fort Worth,"$338,206 ",2012
PILOT POINT ISD,Fort Worth,"$366,007 ",2013
PILOT POINT ISD,Fort Worth,"$392,774 ",2014
PILOT POINT ISD,Fort Worth,"$408,710 ",2015
PILOT POINT ISD,Fort Worth,"$424,130 ",2016
PILOT POINT ISD,Fort Worth,"$452,673 ",2017
PLANO ISD,Richardson,"$632,444 ",2011
PLANO ISD,Richardson,"$627,117 ",2012
PLANO ISD,Richardson,"$628,109 ",2013
PLANO ISD,Richardson,"$644,625 ",2014
PLANO ISD,Richardson,"$676,205 ",2015
PLANO ISD,Richardson,"$711,533 ",2016
PLANO ISD,Richardson,"$787,703 ",2017
PLEASANTON ISD,San Antonio,"$203,341 ",2011
PLEASANTON ISD,San Antonio,"$214,467 ",2012
PLEASANTON ISD,San Antonio,"$233,095 ",2013
PLEASANTON ISD,San Antonio,"$332,902 ",2014
PLEASANTON ISD,San Antonio,"$535,610 ",2015
PLEASANTON ISD,San Antonio,"$665,175 ",2016
PLEASANTON ISD,San Antonio,"$624,156 ",2017
PONDER ISD,Fort Worth,"$844,639 ",2011
PONDER ISD,Fort Worth,"$769,981 ",2012
PONDER ISD,Fort Worth,"$738,763 ",2013
PONDER ISD,Fort Worth,"$675,025 ",2014
PONDER ISD,Fort Worth,"$606,155 ",2015
PONDER ISD,Fort Worth,"$586,067 ",2016
PONDER ISD,Fort Worth,"$556,450 ",2017
POOLVILLE ISD,Fort Worth,"$370,541 ",2011
POOLVILLE ISD,Fort Worth,"$373,075 ",2012
POOLVILLE ISD,Fort Worth,"$366,275 ",2013
POOLVILLE ISD,Fort Worth,"$352,134 ",2014
POOLVILLE ISD,Fort Worth,"$337,404 ",2015
POOLVILLE ISD,Fort Worth,"$357,689 ",2016
POOLVILLE ISD,Fort Worth,"$364,453 ",2017
POTEET ISD,San Antonio,"$111,449 ",2011
